Timestamp,gx,gy,gz,ax,ay,az
2020-12-01 18:30:34.3600,0.19448505342006686,-1.183463454246521,3.4610755443573,0.3708343505859375,1.0810089111328125,-0.01495361328125
2020-12-01 18:30:34.3760,0.3492850363254547,-1.0596901178359983,3.2734363079071045,0.328094482421875,1.0594940185546875,0.018585205078125
2020-12-01 18:30:34.3950,0.4211328625679016,-0.7932145595550537,3.1094026565551762,0.35577392578125,0.9974517822265624,0.0561370849609375
2020-12-01 18:30:34.4260,0.3505241870880127,-0.3731701076030731,2.991468667984009,0.34405517578125,0.9416351318359376,0.0720367431640625
2020-12-01 18:30:34.4430,0.17746692895889282,-0.4909614622592926,2.7388689517974854,0.3280181884765625,0.91180419921875,0.071075439453125
2020-12-01 18:30:34.4600,0.17746692895889282,-0.4909614622592926,2.7388689517974854,0.3411712646484375,0.9942626953125,0.01904296875
2020-12-01 18:30:34.4760,-0.002559564076364041,-0.4111638367176056,2.4435243606567383,0.347991943359375,1.20947265625,-0.05712890625
2020-12-01 18:30:34.5090,0.494520515203476,-0.0907679870724678,1.9648733139038088,0.295501708984375,1.3876190185546875,-0.1393585205078125
2020-12-01 18:30:34.5260,0.7362343668937683,-0.06550710648298264,1.6150943040847778,0.178375244140625,1.29022216796875,-0.14678955078125
2020-12-01 18:30:34.5430,0.7362343668937683,-0.06550710648298264,1.6150943040847778,0.1719207763671875,1.0455780029296875,-0.1492767333984375
2020-12-01 18:30:34.5600,0.6056323647499084,0.08318863064050674,1.373179912567139,0.1695709228515625,1.0528564453125,-0.1282806396484375
2020-12-01 18:30:34.5760,0.5301008820533752,0.3304106593132019,1.1949251890182495,0.1695709228515625,1.0528564453125,-0.1282806396484375
2020-12-01 18:30:34.6090,0.7464424967765808,0.2666647136211395,0.07683033496141434,-0.0189056396484375,1.6597747802734375,-0.0931854248046875
2020-12-01 18:30:34.6260,0.4815445244312286,0.3275485634803772,-0.773995578289032,-0.105804443359375,1.645782470703125,-0.014892578125
2020-12-01 18:30:34.6430,0.4815445244312286,0.3275485634803772,-0.773995578289032,-0.13006591796875,1.2620849609375,-0.047149658203125
2020-12-01 18:30:34.6600,0.019767845049500462,0.4715281128883362,-1.531410813331604,-0.0570831298828125,1.2303619384765625,-0.0464324951171875
2020-12-01 18:30:34.6760,-0.41734716296195984,0.5685039162635803,-2.2519454956054688,-0.0570831298828125,1.2303619384765625,-0.0464324951171875
2020-12-01 18:30:34.7090,-0.5445424318313599,0.16188104450702667,-2.3987951278686523,0.1719512939453125,1.1539306640625,-0.1562957763671875
