time,gFx,gFy,gFz,TgF
0.217000,0.2806,0.9237,-0.2796,1.005
0.218000,0.2809,0.9237,-0.2787,1.005
0.222000,0.2809,0.9240,-0.2772,1.005
0.223000,0.2811,0.9245,-0.2755,1.005
0.234000,0.2811,0.9252,-0.2738,1.005
0.235000,0.2813,0.9254,-0.2733,1.005
0.235000,0.2818,0.9262,-0.2730,1.006
0.235000,0.2816,0.9269,-0.2725,1.006
0.235000,0.2811,0.9271,-0.2708,1.006
0.235000,0.2813,0.9274,-0.2694,1.006
0.237000,0.2821,0.9279,-0.2691,1.006
0.238000,0.2828,0.9281,-0.2694,1.007
0.253000,0.2831,0.9281,-0.2703,1.007
0.253000,0.2828,0.9276,-0.2718,1.007
0.253000,0.2831,0.9269,-0.2725,1.007
0.253000,0.2835,0.9262,-0.2725,1.006
0.254000,0.2843,0.9262,-0.2730,1.007
0.254000,0.2857,0.9267,-0.2730,1.007
0.254000,0.2867,0.9269,-0.2725,1.008
0.255000,0.2875,0.9264,-0.2723,1.007
0.260000,0.2882,0.9259,-0.2718,1.007
0.260000,0.2894,0.9259,-0.2725,1.008
0.261000,0.2909,0.9264,-0.2730,1.009
0.261000,0.2919,0.9271,-0.2735,1.010
0.265000,0.2928,0.9267,-0.2738,1.010
0.265000,0.2936,0.9252,-0.2735,1.008
0.268000,0.2941,0.9240,-0.2733,1.007
0.269000,0.2941,0.9235,-0.2730,1.007
0.281000,0.2938,0.9235,-0.2725,1.007
0.281000,0.2933,0.9240,-0.2713,1.007
0.281000,0.2923,0.9240,-0.2703,1.006
0.281000,0.2916,0.9232,-0.2701,1.005
0.282000,0.2909,0.9225,-0.2713,1.005
0.282000,0.2897,0.9225,-0.2718,1.004
0.285000,0.2877,0.9230,-0.2723,1.004
0.285000,0.2855,0.9240,-0.2725,1.005
0.288000,0.2835,0.9242,-0.2725,1.004
0.289000,0.2821,0.9242,-0.2721,1.004
0.298000,0.2809,0.9245,-0.2718,1.004
0.298000,0.2794,0.9257,-0.2718,1.004
0.298000,0.2779,0.9271,-0.2716,1.005
0.298000,0.2765,0.9281,-0.2706,1.006
0.301000,0.2755,0.9289,-0.2699,1.006
0.302000,0.2745,0.9293,-0.2701,1.006
0.305000,0.2733,0.9293,-0.2703,1.006
0.306000,0.2718,0.9293,-0.2703,1.005
0.317000,0.2708,0.9291,-0.2696,1.005
0.317000,0.2701,0.9293,-0.2689,1.004
0.318000,0.2696,0.9296,-0.2684,1.004
0.318000,0.2699,0.9296,-0.2679,1.004
0.318000,0.2711,0.9301,-0.2679,1.005
0.318000,0.2718,0.9308,-0.2684,1.006
0.322000,0.2718,0.9313,-0.2691,1.007
0.322000,0.2718,0.9313,-0.2696,1.007
0.333000,0.2730,0.9308,-0.2706,1.007
0.334000,0.2747,0.9301,-0.2713,1.007
0.334000,0.2752,0.9301,-0.2718,1.007
0.334000,0.2755,0.9303,-0.2725,1.008
0.334000,0.2765,0.9308,-0.2740,1.009
0.335000,0.2769,0.9308,-0.2755,1.009
0.337000,0.2774,0.9301,-0.2760,1.009
0.337000,0.2784,0.9296,-0.2760,1.009
0.356000,0.2791,0.9296,-0.2767,1.009
0.357000,0.2789,0.9296,-0.2779,1.010
0.357000,0.2787,0.9301,-0.2789,1.010
0.357000,0.2789,0.9303,-0.2796,1.011
0.358000,0.2789,0.9301,-0.2796,1.010
0.358000,0.2782,0.9308,-0.2791,1.011
0.358000,0.2777,0.9320,-0.2789,1.012
0.358000,0.2779,0.9328,-0.2784,1.012
0.358000,0.2782,0.9330,-0.2782,1.013
0.358000,0.2782,0.9333,-0.2782,1.013
0.366000,0.2784,0.9335,-0.2782,1.013
0.367000,0.2794,0.9328,-0.2787,1.013
0.367000,0.2804,0.9320,-0.2794,1.013
0.367000,0.2809,0.9313,-0.2796,1.012
0.370000,0.2818,0.9306,-0.2796,1.012
0.370000,0.2831,0.9298,-0.2794,1.011
0.373000,0.2843,0.9286,-0.2784,1.010
0.373000,0.2848,0.9274,-0.2774,1.009
0.383000,0.2853,0.9267,-0.2772,1.008
0.384000,0.2855,0.9259,-0.2767,1.008
0.384000,0.2865,0.9252,-0.2755,1.007
0.384000,0.2877,0.9242,-0.2740,1.006
0.385000,0.2879,0.9237,-0.2730,1.005
0.385000,0.2879,0.9240,-0.2723,1.005
0.399000,0.2877,0.9242,-0.2713,1.005
0.399000,0.2879,0.9237,-0.2701,1.005
0.400000,0.2872,0.9235,-0.2696,1.004
0.400000,0.2865,0.9237,-0.2696,1.004
0.400000,0.2857,0.9240,-0.2696,1.004
0.400000,0.2850,0.9237,-0.2686,1.003
0.402000,0.2840,0.9237,-0.2672,1.003
0.402000,0.2828,0.9235,-0.2664,1.002
0.405000,0.2818,0.9230,-0.2667,1.001
0.405000,0.2804,0.9227,-0.2674,1.001
0.415000,0.2794,0.9225,-0.2684,1.001
0.416000,0.2789,0.9223,-0.2691,1.000
0.416000,0.2796,0.9218,-0.2696,1.000
0.416000,0.2801,0.9215,-0.2703,1.000
0.417000,0.2799,0.9220,-0.2721,1.001
0.417000,0.2796,0.9225,-0.2740,1.002
0.421000,0.2801,0.9227,-0.2755,1.003
0.421000,0.2806,0.9227,-0.2772,1.004
0.433000,0.2801,0.9223,-0.2789,1.003
0.434000,0.2794,0.9225,-0.2806,1.004
0.434000,0.2784,0.9232,-0.2813,1.005
0.434000,0.2779,0.9240,-0.2828,1.005
0.434000,0.2787,0.9245,-0.2850,1.007
0.434000,0.2789,0.9249,-0.2872,1.008
0.438000,0.2787,0.9249,-0.2894,1.008
0.438000,0.2791,0.9242,-0.2909,1.008
0.451000,0.2811,0.9232,-0.2916,1.008
0.452000,0.2831,0.9220,-0.2921,1.008
0.452000,0.2843,0.9215,-0.2933,1.008
0.453000,0.2853,0.9223,-0.2948,1.009
0.453000,0.2865,0.9230,-0.2960,1.011
0.453000,0.2879,0.9232,-0.2967,1.012
0.454000,0.2887,0.9232,-0.2972,1.012
0.454000,0.2887,0.9230,-0.2975,1.012
0.465000,0.2892,0.9230,-0.2970,1.012
0.466000,0.2892,0.9232,-0.2963,1.012
0.466000,0.2884,0.9240,-0.2950,1.012
0.466000,0.2870,0.9247,-0.2931,1.012
0.466000,0.2855,0.9259,-0.2919,1.012
0.466000,0.2848,0.9271,-0.2904,1.012
0.469000,0.2843,0.9279,-0.2887,1.012
0.470000,0.2840,0.9286,-0.2877,1.013
0.485000,0.2835,0.9296,-0.2867,1.013
0.486000,0.2831,0.9303,-0.2855,1.013
0.486000,0.2831,0.9313,-0.2838,1.014
0.486000,0.2833,0.9323,-0.2821,1.014
0.486000,0.2835,0.9323,-0.2811,1.014
0.487000,0.2835,0.9313,-0.2804,1.013
0.487000,0.2838,0.9308,-0.2799,1.013
0.487000,0.2848,0.9306,-0.2794,1.012
0.497000,0.2850,0.9303,-0.2787,1.012
0.498000,0.2845,0.9298,-0.2784,1.011
0.499000,0.2838,0.9296,-0.2791,1.011
0.499000,0.2838,0.9296,-0.2794,1.011
0.499000,0.2850,0.9296,-0.2791,1.012
0.499000,0.2860,0.9293,-0.2801,1.012
0.503000,0.2867,0.9284,-0.2821,1.012
0.503000,0.2872,0.9276,-0.2833,1.012
0.505000,0.2882,0.9274,-0.2843,1.012
0.506000,0.2897,0.9276,-0.2855,1.013
0.515000,0.2909,0.9274,-0.2865,1.013
0.515000,0.2909,0.9262,-0.2867,1.012
0.516000,0.2906,0.9254,-0.2865,1.011
0.516000,0.2909,0.9247,-0.2862,1.011
0.517000,0.2916,0.9247,-0.2865,1.011
0.517000,0.2914,0.9242,-0.2867,1.011
0.521000,0.2914,0.9230,-0.2862,1.009
0.521000,0.2914,0.9220,-0.2855,1.008
0.532000,0.2911,0.9223,-0.2853,1.008
0.533000,0.2904,0.9223,-0.2848,1.008
0.533000,0.2904,0.9218,-0.2831,1.007
0.533000,0.2906,0.9213,-0.2818,1.006
0.534000,0.2911,0.9218,-0.2811,1.007
0.534000,0.2914,0.9218,-0.2799,1.006
0.538000,0.2916,0.9215,-0.2784,1.006
0.538000,0.2919,0.9213,-0.2774,1.005
0.559000,0.2919,0.9210,-0.2760,1.005
0.560000,0.2916,0.9208,-0.2738,1.004
0.561000,0.2911,0.9205,-0.2718,1.003
0.561000,0.2904,0.9203,-0.2701,1.002
0.561000,0.2897,0.9205,-0.2689,1.002
0.561000,0.2892,0.9205,-0.2674,1.001
0.562000,0.2882,0.9205,-0.2659,1.001
0.562000,0.2870,0.9208,-0.2652,1.000
0.562000,0.2857,0.9220,-0.2645,1.001
0.563000,0.2843,0.9237,-0.2630,1.002
0.563000,0.2818,0.9254,-0.2611,1.002
0.563000,0.2794,0.9262,-0.2598,1.002
0.567000,0.2772,0.9267,-0.2596,1.001
0.568000,0.2747,0.9281,-0.2593,1.002
0.569000,0.2725,0.9293,-0.2593,1.003
0.569000,0.2718,0.9308,-0.2593,1.004
0.574000,0.2713,0.9330,-0.2601,1.006
0.575000,0.2711,0.9342,-0.2615,1.007
0.579000,0.2718,0.9350,-0.2625,1.008
0.581000,0.2725,0.9355,-0.2623,1.009
0.583000,0.2735,0.9359,-0.2620,1.010
0.584000,0.2745,0.9362,-0.2623,1.010
0.585000,0.2755,0.9364,-0.2628,1.011
0.586000,0.2765,0.9364,-0.2637,1.011
0.594000,0.2767,0.9364,-0.2655,1.012
0.595000,0.2772,0.9359,-0.2672,1.012
0.596000,0.2779,0.9355,-0.2681,1.012
0.596000,0.2787,0.9345,-0.2689,1.012
0.597000,0.2799,0.9335,-0.2701,1.011
0.598000,0.2806,0.9323,-0.2723,1.011
0.602000,0.2811,0.9313,-0.2740,1.011
0.602000,0.2826,0.9303,-0.2745,1.010
0.606000,0.2845,0.9296,-0.2745,1.010
0.606000,0.2855,0.9284,-0.2757,1.010
0.611000,0.2865,0.9276,-0.2772,1.010
0.612000,0.2879,0.9274,-0.2777,1.010
0.615000,0.2889,0.9276,-0.2765,1.010
0.615000,0.2897,0.9274,-0.2750,1.010
0.618000,0.2892,0.9267,-0.2738,1.009
0.618000,0.2877,0.9264,-0.2730,1.008
0.622000,0.2865,0.9264,-0.2728,1.007
0.623000,0.2860,0.9262,-0.2725,1.007
0.627000,0.2850,0.9257,-0.2723,1.006
0.629000,0.2833,0.9252,-0.2723,1.005
0.630000,0.2818,0.9252,-0.2721,1.005
0.630000,0.2811,0.9254,-0.2718,1.005
0.635000,0.2804,0.9259,-0.2718,1.005
0.635000,0.2794,0.9264,-0.2723,1.005
0.637000,0.2787,0.9269,-0.2728,1.006
0.637000,0.2789,0.9269,-0.2725,1.006
0.647000,0.2791,0.9262,-0.2716,1.005
0.648000,0.2789,0.9262,-0.2713,1.005
0.648000,0.2789,0.9262,-0.2718,1.005
0.648000,0.2796,0.9269,-0.2721,1.006
0.648000,0.2796,0.9276,-0.2718,1.006
0.649000,0.2799,0.9276,-0.2721,1.006
0.654000,0.2809,0.9271,-0.2730,1.006
0.655000,0.2821,0.9274,-0.2733,1.007
0.660000,0.2826,0.9274,-0.2750,1.008
0.662000,0.2816,0.9271,-0.2779,1.008
0.662000,0.2804,0.9271,-0.2806,1.008
0.663000,0.2796,0.9271,-0.2818,1.009
0.665000,0.2796,0.9276,-0.2821,1.009
0.666000,0.2804,0.9271,-0.2828,1.009
0.670000,0.2813,0.9264,-0.2831,1.009
0.671000,0.2821,0.9254,-0.2835,1.008
0.675000,0.2831,0.9252,-0.2848,1.009
0.675000,0.2840,0.9262,-0.2853,1.010
0.677000,0.2848,0.9262,-0.2855,1.010
0.678000,0.2860,0.9254,-0.2850,1.010
0.682000,0.2877,0.9252,-0.2843,1.010
0.682000,0.2892,0.9254,-0.2843,1.010
0.685000,0.2894,0.9257,-0.2845,1.011
0.686000,0.2894,0.9254,-0.2843,1.010
0.689000,0.2897,0.9254,-0.2840,1.010
0.689000,0.2897,0.9249,-0.2840,1.010
0.694000,0.2894,0.9249,-0.2845,1.010
0.694000,0.2887,0.9247,-0.2848,1.010
0.698000,0.2882,0.9249,-0.2853,1.010
0.699000,0.2879,0.9252,-0.2855,1.010
0.701000,0.2875,0.9252,-0.2865,1.010
0.702000,0.2870,0.9254,-0.2875,1.011
0.705000,0.2867,0.9259,-0.2877,1.011
0.705000,0.2862,0.9267,-0.2875,1.012
0.710000,0.2865,0.9267,-0.2872,1.012
0.711000,0.2875,0.9269,-0.2867,1.012
0.714000,0.2879,0.9276,-0.2862,1.013
0.715000,0.2884,0.9284,-0.2860,1.013
0.717000,0.2882,0.9286,-0.2857,1.013
0.717000,0.2879,0.9293,-0.2855,1.014
0.721000,0.2872,0.9303,-0.2853,1.015
0.721000,0.2865,0.9303,-0.2848,1.014
0.729000,0.2857,0.9296,-0.2848,1.013
0.730000,0.2853,0.9296,-0.2850,1.013
0.730000,0.2850,0.9301,-0.2845,1.014
0.736000,0.2850,0.9308,-0.2838,1.014
0.737000,0.2843,0.9313,-0.2831,1.014
0.737000,0.2833,0.9306,-0.2826,1.013
0.738000,0.2823,0.9298,-0.2821,1.012
0.738000,0.2809,0.9296,-0.2813,1.011
0.743000,0.2804,0.9298,-0.2806,1.011
0.744000,0.2804,0.9308,-0.2804,1.012
0.745000,0.2801,0.9311,-0.2794,1.012
0.746000,0.2791,0.9308,-0.2774,1.011
0.750000,0.2787,0.9303,-0.2760,1.010
0.750000,0.2782,0.9306,-0.2750,1.009
0.753000,0.2787,0.9306,-0.2738,1.009
0.754000,0.2796,0.9303,-0.2725,1.009
0.758000,0.2799,0.9298,-0.2706,1.008
0.759000,0.2796,0.9293,-0.2699,1.007
0.761000,0.2794,0.9286,-0.2703,1.007
0.761000,0.2794,0.9279,-0.2703,1.006
0.766000,0.2799,0.9269,-0.2696,1.005
0.766000,0.2806,0.9264,-0.2686,1.005
0.769000,0.2806,0.9267,-0.2684,1.005
0.769000,0.2806,0.9267,-0.2691,1.005
0.775000,0.2796,0.9259,-0.2694,1.004
0.776000,0.2784,0.9252,-0.2694,1.003
0.777000,0.2772,0.9242,-0.2691,1.002
0.778000,0.2769,0.9245,-0.2689,1.002
0.782000,0.2772,0.9247,-0.2691,1.002
0.782000,0.2774,0.9247,-0.2701,1.002
0.786000,0.2782,0.9245,-0.2716,1.003
0.786000,0.2791,0.9249,-0.2721,1.004
0.791000,0.2804,0.9249,-0.2728,1.004
0.792000,0.2826,0.9245,-0.2735,1.005
0.794000,0.2843,0.9249,-0.2743,1.006
0.794000,0.2857,0.9254,-0.2743,1.007
0.797000,0.2872,0.9254,-0.2743,1.007
0.798000,0.2877,0.9247,-0.2747,1.007
0.802000,0.2882,0.9245,-0.2752,1.007
0.803000,0.2887,0.9247,-0.2752,1.007
0.805000,0.2889,0.9249,-0.2752,1.007
0.805000,0.2889,0.9254,-0.2750,1.008
0.810000,0.2894,0.9259,-0.2745,1.008
0.810000,0.2901,0.9257,-0.2743,1.008
0.814000,0.2901,0.9252,-0.2733,1.007
0.814000,0.2897,0.9249,-0.2725,1.007
0.817000,0.2889,0.9249,-0.2725,1.007
0.818000,0.2889,0.9249,-0.2740,1.007
0.829000,0.2892,0.9254,-0.2747,1.008
0.836000,0.2892,0.9259,-0.2743,1.008
0.836000,0.2894,0.9264,-0.2730,1.008
0.837000,0.2897,0.9267,-0.2730,1.009
0.837000,0.2892,0.9271,-0.2725,1.009
0.837000,0.2889,0.9276,-0.2721,1.009
0.837000,0.2892,0.9271,-0.2713,1.008
0.838000,0.2894,0.9269,-0.2703,1.008
0.839000,0.2897,0.9267,-0.2703,1.008
0.839000,0.2899,0.9257,-0.2706,1.007
0.842000,0.2906,0.9247,-0.2703,1.006
0.843000,0.2911,0.9252,-0.2699,1.007
0.845000,0.2911,0.9259,-0.2696,1.007
0.846000,0.2904,0.9257,-0.2696,1.007
0.850000,0.2894,0.9247,-0.2696,1.006
0.850000,0.2884,0.9247,-0.2694,1.005
0.853000,0.2879,0.9249,-0.2699,1.006
0.854000,0.2879,0.9252,-0.2703,1.006
0.858000,0.2870,0.9252,-0.2708,1.006
0.859000,0.2865,0.9252,-0.2706,1.006
0.861000,0.2865,0.9252,-0.2703,1.006
0.862000,0.2865,0.9245,-0.2708,1.005
0.866000,0.2860,0.9245,-0.2713,1.005
0.867000,0.2853,0.9249,-0.2716,1.005
0.869000,0.2838,0.9259,-0.2716,1.006
0.869000,0.2821,0.9267,-0.2718,1.006
0.876000,0.2809,0.9269,-0.2728,1.006
0.877000,0.2799,0.9269,-0.2730,1.006
0.877000,0.2794,0.9269,-0.2723,1.006
0.878000,0.2796,0.9269,-0.2721,1.006
0.881000,0.2811,0.9274,-0.2728,1.007
0.882000,0.2816,0.9284,-0.2738,1.008
0.886000,0.2816,0.9289,-0.2740,1.009
0.887000,0.2821,0.9289,-0.2745,1.009
0.892000,0.2826,0.9281,-0.2757,1.009
0.893000,0.2831,0.9279,-0.2767,1.009
0.893000,0.2840,0.9281,-0.2777,1.010
0.894000,0.2845,0.9286,-0.2784,1.010
0.897000,0.2850,0.9289,-0.2789,1.011
0.898000,0.2855,0.9286,-0.2799,1.011
0.902000,0.2862,0.9284,-0.2804,1.011
0.903000,0.2875,0.9284,-0.2809,1.012
0.905000,0.2877,0.9284,-0.2813,1.012
0.906000,0.2877,0.9279,-0.2821,1.012
0.910000,0.2882,0.9271,-0.2818,1.011
0.911000,0.2889,0.9269,-0.2811,1.011
0.915000,0.2899,0.9262,-0.2811,1.010
0.915000,0.2914,0.9254,-0.2811,1.010
0.918000,0.2921,0.9249,-0.2801,1.010
0.919000,0.2923,0.9254,-0.2787,1.010
0.921000,0.2921,0.9254,-0.2772,1.009
0.921000,0.2921,0.9254,-0.2760,1.009
0.929000,0.2921,0.9252,-0.2755,1.009
0.930000,0.2916,0.9252,-0.2750,1.008
0.930000,0.2909,0.9247,-0.2745,1.007
0.931000,0.2901,0.9242,-0.2735,1.007
0.936000,0.2897,0.9240,-0.2723,1.006
0.937000,0.2892,0.9240,-0.2711,1.005
0.937000,0.2867,0.9240,-0.2703,1.004
0.938000,0.2843,0.9247,-0.2691,1.004
0.942000,0.2831,0.9254,-0.2679,1.004
0.943000,0.2823,0.9264,-0.2672,1.005
0.946000,0.2813,0.9264,-0.2659,1.004
0.946000,0.2804,0.9264,-0.2652,1.004
0.951000,0.2794,0.9267,-0.2655,1.004
0.952000,0.2784,0.9271,-0.2659,1.004
0.955000,0.2769,0.9267,-0.2659,1.003
0.956000,0.2762,0.9262,-0.2659,1.002
0.960000,0.2767,0.9257,-0.2667,1.002
0.961000,0.2769,0.9257,-0.2677,1.003
0.961000,0.2774,0.9252,-0.2691,1.003
0.962000,0.2784,0.9245,-0.2708,1.003
0.966000,0.2787,0.9245,-0.2728,1.003
0.967000,0.2796,0.9247,-0.2747,1.004
0.970000,0.2811,0.9247,-0.2762,1.005
0.970000,0.2821,0.9247,-0.2777,1.006
0.975000,0.2826,0.9247,-0.2796,1.007
0.976000,0.2833,0.9245,-0.2811,1.007
0.978000,0.2838,0.9245,-0.2818,1.007
0.978000,0.2845,0.9245,-0.2826,1.008
0.982000,0.2848,0.9245,-0.2835,1.008
0.983000,0.2850,0.9247,-0.2833,1.008
0.985000,0.2860,0.9249,-0.2828,1.009
0.986000,0.2862,0.9259,-0.2823,1.009
0.992000,0.2857,0.9271,-0.2826,1.010
0.994000,0.2855,0.9276,-0.2833,1.011
0.994000,0.2855,0.9271,-0.2845,1.011
0.995000,0.2850,0.9269,-0.2853,1.011
0.998000,0.2843,0.9271,-0.2853,1.011
0.998000,0.2831,0.9281,-0.2850,1.011
1.002000,0.2831,0.9291,-0.2848,1.012
1.003000,0.2826,0.9298,-0.2850,1.013
1.006000,0.2818,0.9293,-0.2855,1.012
1.010000,0.2809,0.9293,-0.2855,1.012
1.012000,0.2801,0.9301,-0.2850,1.012
1.012000,0.2806,0.9318,-0.2853,1.014
1.013000,0.2806,0.9328,-0.2860,1.015
1.014000,0.2796,0.9335,-0.2865,1.016
1.018000,0.2796,0.9342,-0.2862,1.016
1.019000,0.2804,0.9347,-0.2850,1.017
1.022000,0.2806,0.9350,-0.2835,1.017
1.022000,0.2809,0.9347,-0.2828,1.016
1.027000,0.2809,0.9342,-0.2823,1.016
1.028000,0.2806,0.9335,-0.2818,1.015
1.030000,0.2791,0.9330,-0.2809,1.014
1.031000,0.2779,0.9328,-0.2806,1.013
1.036000,0.2774,0.9325,-0.2804,1.013
1.037000,0.2774,0.9318,-0.2806,1.012
1.037000,0.2777,0.9313,-0.2804,1.011
1.037000,0.2779,0.9313,-0.2794,1.011
1.045000,0.2774,0.9315,-0.2779,1.011
1.046000,0.2767,0.9313,-0.2782,1.011
1.046000,0.2760,0.9308,-0.2784,1.010
1.047000,0.2755,0.9301,-0.2777,1.009
1.050000,0.2755,0.9301,-0.2767,1.009
1.050000,0.2752,0.9303,-0.2755,1.009
1.054000,0.2743,0.9306,-0.2750,1.008
1.055000,0.2730,0.9311,-0.2743,1.008
1.060000,0.2716,0.9318,-0.2735,1.008
1.062000,0.2716,0.9328,-0.2721,1.009
1.062000,0.2721,0.9337,-0.2708,1.010
1.063000,0.2725,0.9350,-0.2701,1.011
1.067000,0.2730,0.9352,-0.2696,1.011
1.067000,0.2728,0.9352,-0.2689,1.011
1.070000,0.2728,0.9347,-0.2684,1.010
1.071000,0.2733,0.9340,-0.2677,1.009
1.075000,0.2743,0.9330,-0.2677,1.009
1.076000,0.2757,0.9325,-0.2679,1.009
1.078000,0.2774,0.9318,-0.2686,1.009
1.078000,0.2784,0.9313,-0.2699,1.009
1.083000,0.2789,0.9308,-0.2706,1.009
1.083000,0.2796,0.9301,-0.2711,1.008
1.086000,0.2799,0.9291,-0.2716,1.008
1.087000,0.2799,0.9286,-0.2725,1.007
1.089000,0.2796,0.9286,-0.2730,1.008
1.089000,0.2804,0.9286,-0.2730,1.008
1.094000,0.2816,0.9284,-0.2730,1.008
1.095000,0.2818,0.9276,-0.2735,1.007
1.098000,0.2821,0.9276,-0.2743,1.008
1.099000,0.2831,0.9279,-0.2747,1.008
1.102000,0.2826,0.9281,-0.2747,1.008
1.103000,0.2826,0.9279,-0.2750,1.008
1.105000,0.2843,0.9271,-0.2755,1.008
1.105000,0.2860,0.9264,-0.2760,1.008
1.110000,0.2867,0.9262,-0.2762,1.008
1.110000,0.2870,0.9259,-0.2762,1.008
