time,gFx,gFy,gFz,TgF
0.195000,0.1398,0.2738,1.1058,1.148
0.198000,0.1464,0.2774,1.0824,1.127
0.198000,0.1525,0.2811,1.0591,1.106
0.202000,0.1584,0.2843,1.0362,1.086
0.202000,0.1645,0.2875,1.0134,1.066
0.206000,0.1694,0.2901,0.9912,1.047
0.207000,0.1738,0.2916,0.9692,1.027
0.211000,0.1789,0.2921,0.9474,1.007
0.211000,0.1860,0.2921,0.9281,0.991
0.215000,0.1938,0.2914,0.9110,0.976
0.215000,0.2002,0.2904,0.8932,0.960
0.219000,0.2039,0.2897,0.8746,0.944
0.219000,0.2058,0.2892,0.8563,0.927
0.222000,0.2063,0.2894,0.8384,0.911
0.222000,0.2043,0.2904,0.8213,0.895
0.226000,0.1997,0.2921,0.8052,0.879
0.227000,0.1933,0.2941,0.7900,0.865
0.230000,0.1850,0.2963,0.7744,0.850
0.230000,0.1757,0.2989,0.7597,0.835
0.234000,0.1660,0.3021,0.7463,0.822
0.235000,0.1542,0.3053,0.7331,0.809
0.238000,0.1401,0.3077,0.7206,0.796
0.238000,0.1242,0.3092,0.7101,0.784
0.242000,0.1076,0.3102,0.7013,0.774
0.242000,0.0914,0.3114,0.6944,0.767
0.247000,0.0750,0.3134,0.6891,0.761
0.247000,0.0579,0.3146,0.6842,0.755
0.250000,0.0413,0.3158,0.6805,0.751
0.251000,0.0259,0.3187,0.6766,0.748
0.254000,0.0105,0.3222,0.6729,0.746
0.255000,-0.0046,0.3251,0.6712,0.746
0.260000,-0.0188,0.3275,0.6712,0.747
0.260000,-0.0335,0.3290,0.6720,0.749
0.264000,-0.0494,0.3307,0.6737,0.752
0.265000,-0.0645,0.3327,0.6759,0.756
0.266000,-0.0780,0.3339,0.6795,0.761
0.267000,-0.0909,0.3351,0.6837,0.767
0.271000,-0.1032,0.3351,0.6883,0.772
0.271000,-0.1137,0.3344,0.6937,0.778
0.275000,-0.1217,0.3334,0.6988,0.784
0.275000,-0.1278,0.3315,0.7023,0.787
0.278000,-0.1308,0.3280,0.7050,0.788
0.279000,-0.1308,0.3239,0.7067,0.788
0.282000,-0.1296,0.3192,0.7091,0.788
0.283000,-0.1281,0.3139,0.7128,0.789
0.286000,-0.1264,0.3082,0.7169,0.791
0.287000,-0.1249,0.3021,0.7216,0.792
0.292000,-0.1244,0.2958,0.7272,0.795
0.292000,-0.1244,0.2894,0.7340,0.799
0.294000,-0.1232,0.2833,0.7419,0.804
0.295000,-0.1208,0.2779,0.7492,0.808
0.299000,-0.1183,0.2735,0.7556,0.812
0.299000,-0.1166,0.2701,0.7624,0.817
0.303000,-0.1149,0.2681,0.7697,0.823
0.303000,-0.1132,0.2674,0.7763,0.829
0.306000,-0.1107,0.2679,0.7800,0.832
0.307000,-0.1083,0.2699,0.7820,0.834
0.311000,-0.1063,0.2733,0.7842,0.837
0.311000,-0.1049,0.2782,0.7859,0.840
0.314000,-0.1044,0.2831,0.7854,0.841
0.314000,-0.1056,0.2879,0.7834,0.841
0.318000,-0.1071,0.2933,0.7805,0.841
0.318000,-0.1090,0.2997,0.7763,0.839
0.322000,-0.1107,0.3068,0.7719,0.838
0.322000,-0.1100,0.3121,0.7673,0.836
0.326000,-0.1039,0.3156,0.7619,0.831
0.327000,-0.0958,0.3192,0.7541,0.824
0.330000,-0.0922,0.3246,0.7460,0.819
0.331000,-0.0953,0.3307,0.7411,0.817
0.334000,-0.1014,0.3366,0.7380,0.817
0.334000,-0.1058,0.3417,0.7331,0.816
0.338000,-0.1076,0.3473,0.7250,0.811
0.338000,-0.1080,0.3527,0.7147,0.804
0.342000,-0.1093,0.3564,0.7035,0.796
0.343000,-0.1107,0.3598,0.6927,0.788
0.347000,-0.1120,0.3642,0.6844,0.783
0.347000,-0.1129,0.3686,0.6778,0.780
0.350000,-0.1139,0.3723,0.6705,0.775
0.350000,-0.1137,0.3745,0.6629,0.770
0.354000,-0.1132,0.3755,0.6563,0.765
0.355000,-0.1134,0.3759,0.6512,0.760
0.360000,-0.1139,0.3764,0.6478,0.758
0.360000,-0.1146,0.3769,0.6460,0.757
0.362000,-0.1159,0.3769,0.6448,0.756
0.363000,-0.1171,0.3764,0.6424,0.754
0.367000,-0.1178,0.3755,0.6387,0.750
0.367000,-0.1186,0.3745,0.6353,0.747
0.371000,-0.1193,0.3747,0.6324,0.745
0.372000,-0.1188,0.3757,0.6299,0.743
0.375000,-0.1178,0.3764,0.6267,0.741
0.375000,-0.1171,0.3769,0.6236,0.738
0.379000,-0.1159,0.3777,0.6214,0.736
0.379000,-0.1149,0.3794,0.6204,0.736
0.383000,-0.1154,0.3811,0.6221,0.739
0.383000,-0.1171,0.3828,0.6260,0.743
0.387000,-0.1188,0.3840,0.6299,0.747
0.387000,-0.1195,0.3850,0.6336,0.751
0.392000,-0.1198,0.3857,0.6370,0.754
0.392000,-0.1195,0.3862,0.6412,0.758
0.395000,-0.1183,0.3867,0.6465,0.763
0.395000,-0.1166,0.3867,0.6524,0.767
0.398000,-0.1156,0.3862,0.6590,0.773
0.398000,-0.1156,0.3852,0.6666,0.779
0.402000,-0.1154,0.3850,0.6746,0.785
0.403000,-0.1149,0.3855,0.6839,0.793
0.406000,-0.1134,0.3860,0.6937,0.802
0.406000,-0.1112,0.3860,0.7032,0.810
0.411000,-0.1088,0.3862,0.7123,0.818
0.412000,-0.1063,0.3877,0.7213,0.826
0.415000,-0.1032,0.3889,0.7304,0.834
0.415000,-0.1000,0.3906,0.7406,0.843
0.419000,-0.0975,0.3923,0.7504,0.852
0.420000,-0.0961,0.3943,0.7590,0.861
0.422000,-0.0953,0.3950,0.7666,0.868
0.423000,-0.0939,0.3950,0.7732,0.873
0.426000,-0.0929,0.3965,0.7788,0.879
0.427000,-0.0922,0.3997,0.7846,0.885
0.431000,-0.0907,0.4026,0.7893,0.891
0.431000,-0.0882,0.4053,0.7937,0.896
0.434000,-0.0853,0.4075,0.7976,0.900
0.435000,-0.0829,0.4102,0.8008,0.904
0.438000,-0.0812,0.4138,0.8047,0.908
0.438000,-0.0794,0.4175,0.8098,0.915
0.443000,-0.0768,0.4209,0.8142,0.920
0.443000,-0.0748,0.4231,0.8179,0.924
0.446000,-0.0743,0.4246,0.8203,0.927
0.446000,-0.0738,0.4258,0.8216,0.928
0.451000,-0.0726,0.4263,0.8216,0.928
0.451000,-0.0721,0.4246,0.8206,0.927
0.454000,-0.0731,0.4219,0.8179,0.923
0.455000,-0.0753,0.4182,0.8142,0.918
0.460000,-0.0763,0.4153,0.8088,0.912
0.460000,-0.0775,0.4146,0.8022,0.906
0.464000,-0.0802,0.4165,0.7954,0.901
0.465000,-0.0841,0.4197,0.7888,0.897
0.466000,-0.0875,0.4212,0.7829,0.893
0.467000,-0.0892,0.4190,0.7783,0.888
0.471000,-0.0902,0.4148,0.7749,0.884
0.471000,-0.0914,0.4124,0.7724,0.880
0.476000,-0.0951,0.4124,0.7724,0.881
0.476000,-0.1007,0.4126,0.7736,0.883
0.478000,-0.1054,0.4119,0.7746,0.884
0.479000,-0.1090,0.4104,0.7754,0.884
0.483000,-0.1117,0.4094,0.7761,0.885
0.483000,-0.1137,0.4085,0.7785,0.886
0.487000,-0.1146,0.4067,0.7824,0.889
0.487000,-0.1090,0.3931,0.7856,0.885
0.492000,-0.0970,0.3706,0.7881,0.876
0.493000,-0.0922,0.3676,0.7895,0.876
0.495000,-0.0983,0.3884,0.7934,0.889
0.495000,-0.1095,0.4155,0.8027,0.911
0.499000,-0.1203,0.4375,0.8169,0.934
0.499000,-0.1283,0.4527,0.8321,0.956
0.502000,-0.1344,0.4642,0.8458,0.974
0.503000,-0.1398,0.4742,0.8570,0.989
0.507000,-0.1452,0.4811,0.8655,1.001
0.507000,-0.1496,0.4837,0.8719,1.008
0.511000,-0.1540,0.4813,0.8775,1.013
0.511000,-0.1577,0.4759,0.8831,1.016
0.515000,-0.1608,0.4683,0.8885,1.017
0.515000,-0.1633,0.4600,0.8929,1.018
0.518000,-0.1650,0.4510,0.8959,1.016
0.518000,-0.1645,0.4419,0.8993,1.015
0.522000,-0.1623,0.4322,0.9056,1.017
0.523000,-0.1591,0.4234,0.9157,1.021
0.527000,-0.1547,0.4180,0.9274,1.029
0.528000,-0.1486,0.4160,0.9403,1.039
0.531000,-0.1428,0.4143,0.9545,1.050
0.531000,-0.1379,0.4116,0.9699,1.063
0.535000,-0.1337,0.4082,0.9851,1.075
0.535000,-0.1300,0.4048,0.9995,1.086
0.539000,-0.1271,0.4009,1.0132,1.097
0.539000,-0.1247,0.3965,1.0252,1.106
0.543000,-0.1227,0.3926,1.0362,1.115
0.543000,-0.1222,0.3887,1.0469,1.123
0.547000,-0.1242,0.3850,1.0577,1.132
0.547000,-0.1278,0.3816,1.0692,1.142
0.551000,-0.1318,0.3786,1.0811,1.153
0.552000,-0.1349,0.3755,1.0939,1.164
0.554000,-0.1384,0.3730,1.1061,1.175
0.555000,-0.1413,0.3701,1.1163,1.185
0.561000,-0.1447,0.3681,1.1251,1.193
0.562000,-0.1486,0.3667,1.1332,1.200
0.563000,-0.1533,0.3652,1.1410,1.208
0.564000,-0.1582,0.3640,1.1486,1.215
0.567000,-0.1628,0.3635,1.1547,1.221
0.567000,-0.1665,0.3640,1.1601,1.227
0.571000,-0.1694,0.3642,1.1650,1.232
0.572000,-0.1718,0.3640,1.1679,1.235
0.581000,-0.1723,0.3642,1.1687,1.236
0.582000,-0.1716,0.3642,1.1674,1.235
0.582000,-0.1704,0.3637,1.1635,1.231
0.583000,-0.1682,0.3637,1.1577,1.225
0.583000,-0.1640,0.3645,1.1508,1.218
0.583000,-0.1591,0.3659,1.1425,1.210
0.588000,-0.1535,0.3679,1.1337,1.202
0.588000,-0.1462,0.3703,1.1259,1.194
0.592000,-0.1379,0.3737,1.1185,1.187
0.593000,-0.1288,0.3767,1.1117,1.181
0.596000,-0.1203,0.3789,1.1041,1.173
0.597000,-0.1127,0.3808,1.0958,1.166
0.599000,-0.1061,0.3830,1.0880,1.158
0.599000,-0.1007,0.3869,1.0814,1.153
0.604000,-0.0968,0.3931,1.0758,1.149
0.605000,-0.0951,0.4004,1.0706,1.147
0.606000,-0.0953,0.4077,1.0653,1.145
0.607000,-0.0970,0.4148,1.0596,1.142
0.611000,-0.0997,0.4214,1.0535,1.139
0.611000,-0.1027,0.4273,1.0474,1.136
0.615000,-0.1051,0.4324,1.0408,1.132
0.615000,-0.1066,0.4358,1.0349,1.128
0.619000,-0.1073,0.4378,1.0305,1.125
0.620000,-0.1071,0.4393,1.0271,1.122
0.623000,-0.1066,0.4395,1.0247,1.120
0.623000,-0.1066,0.4390,1.0235,1.119
0.626000,-0.1078,0.4388,1.0230,1.118
0.627000,-0.1090,0.4375,1.0232,1.118
0.631000,-0.1083,0.4361,1.0239,1.118
0.631000,-0.1095,0.4351,1.0259,1.120
0.636000,-0.1161,0.4336,1.0308,1.124
0.637000,-0.1266,0.4324,1.0391,1.133
0.638000,-0.1374,0.4314,1.0496,1.143
0.639000,-0.1469,0.4300,1.0604,1.154
0.643000,-0.1560,0.4273,1.0709,1.163
0.643000,-0.1645,0.4239,1.0819,1.174
0.647000,-0.1716,0.4199,1.0951,1.185
0.647000,-0.1753,0.4163,1.1107,1.199
0.651000,-0.1753,0.4104,1.1264,1.212
0.651000,-0.1718,0.4006,1.1410,1.221
0.655000,-0.1674,0.3926,1.1559,1.232
0.655000,-0.1645,0.3896,1.1726,1.247
0.661000,-0.1618,0.3891,1.1887,1.261
0.661000,-0.1586,0.3889,1.2051,1.276
0.662000,-0.1555,0.3894,1.2224,1.292
0.663000,-0.1555,0.3887,1.2378,1.307
0.667000,-0.1613,0.3840,1.2491,1.317
0.667000,-0.1679,0.3779,1.2574,1.324
0.671000,-0.1704,0.3730,1.2657,1.330
0.671000,-0.1687,0.3681,1.2718,1.335
0.684000,-0.1643,0.3640,1.2752,1.336
0.684000,-0.1594,0.3647,1.2826,1.343
0.685000,-0.1550,0.3689,1.2972,1.358
0.685000,-0.1518,0.3747,1.3163,1.377
0.685000,-0.1479,0.3799,1.3349,1.396
0.685000,-0.1440,0.3825,1.3493,1.410
0.686000,-0.1408,0.3784,1.3561,1.415
0.687000,-0.1391,0.3654,1.3537,1.409
0.692000,-0.1391,0.3515,1.3495,1.401
0.692000,-0.1408,0.3442,1.3503,1.401
0.695000,-0.1459,0.3439,1.3586,1.409
0.695000,-0.1525,0.3478,1.3732,1.425
0.699000,-0.1589,0.3520,1.3869,1.440
0.699000,-0.1652,0.3544,1.3923,1.446
0.703000,-0.1711,0.3517,1.3857,1.440
0.704000,-0.1753,0.3405,1.3674,1.420
0.709000,-0.1772,0.3251,1.3434,1.394
0.710000,-0.1775,0.3136,1.3224,1.371
0.714000,-0.1787,0.3082,1.3094,1.357
0.714000,-0.1804,0.3055,1.3031,1.351
0.715000,-0.1811,0.3033,1.2962,1.344
0.715000,-0.1811,0.3007,1.2855,1.333
0.718000,-0.1806,0.2970,1.2701,1.317
0.720000,-0.1792,0.2921,1.2505,1.297
0.723000,-0.1767,0.2865,1.2283,1.274
0.723000,-0.1748,0.2804,1.2058,1.250
0.727000,-0.1731,0.2743,1.1841,1.228
0.728000,-0.1709,0.2694,1.1630,1.206
0.731000,-0.1692,0.2659,1.1440,1.187
0.731000,-0.1674,0.2633,1.1266,1.169
0.735000,-0.1648,0.2615,1.1100,1.152
0.735000,-0.1616,0.2601,1.0914,1.134
0.739000,-0.1584,0.2579,1.0711,1.113
0.739000,-0.1564,0.2554,1.0516,1.093
0.743000,-0.1550,0.2532,1.0345,1.076
0.744000,-0.1523,0.2525,1.0195,1.061
0.748000,-0.1494,0.2518,1.0044,1.046
0.748000,-0.1484,0.2510,0.9892,1.031
0.751000,-0.1484,0.2503,0.9748,1.017
0.751000,-0.1486,0.2488,0.9621,1.005
0.755000,-0.1498,0.2474,0.9518,0.995
0.756000,-0.1523,0.2459,0.9425,0.986
0.766000,-0.1545,0.2437,0.9328,0.976
0.767000,-0.1572,0.2410,0.9230,0.967
0.767000,-0.1606,0.2376,0.9142,0.958
0.768000,-0.1635,0.2329,0.9047,0.948
0.768000,-0.1660,0.2276,0.8949,0.938
0.768000,-0.1677,0.2229,0.8875,0.930
0.772000,-0.1682,0.2175,0.8814,0.923
0.773000,-0.1682,0.2114,0.8748,0.916
0.792000,-0.1677,0.2056,0.8692,0.909
0.793000,-0.1670,0.2004,0.8636,0.902
0.793000,-0.1652,0.1953,0.8558,0.893
0.793000,-0.1630,0.1907,0.8472,0.884
0.794000,-0.1599,0.1867,0.8399,0.875
0.794000,-0.1562,0.1831,0.8343,0.868
0.794000,-0.1528,0.1799,0.8296,0.863
0.794000,-0.1491,0.1782,0.8252,0.857
0.795000,-0.1450,0.1772,0.8211,0.852
0.795000,-0.1415,0.1767,0.8179,0.849
0.796000,-0.1379,0.1767,0.8162,0.846
0.796000,-0.1318,0.1777,0.8174,0.847
0.798000,-0.1244,0.1797,0.8211,0.850
0.799000,-0.1183,0.1823,0.8257,0.854
0.803000,-0.1132,0.1850,0.8301,0.858
0.803000,-0.1093,0.1882,0.8340,0.862
0.807000,-0.1068,0.1916,0.8382,0.866
0.807000,-0.1044,0.1953,0.8431,0.872
0.811000,-0.1032,0.1990,0.8472,0.876
0.812000,-0.1027,0.2024,0.8506,0.880
0.817000,-0.1022,0.2068,0.8548,0.885
0.817000,-0.1012,0.2112,0.8612,0.892
0.820000,-0.1000,0.2149,0.8697,0.901
0.820000,-0.0980,0.2178,0.8783,0.910
0.823000,-0.0966,0.2210,0.8878,0.920
0.825000,-0.0978,0.2237,0.8971,0.930
0.829000,-0.1014,0.2259,0.9047,0.938
0.829000,-0.1049,0.2268,0.9098,0.943
0.832000,-0.1063,0.2285,0.9139,0.948
0.832000,-0.1071,0.2303,0.9171,0.952
0.836000,-0.1080,0.2312,0.9196,0.954
0.836000,-0.1093,0.2329,0.9220,0.957
0.839000,-0.1100,0.2351,0.9232,0.959
0.839000,-0.1100,0.2364,0.9232,0.959
0.843000,-0.1100,0.2369,0.9225,0.959
0.844000,-0.1107,0.2378,0.9205,0.957
0.847000,-0.1115,0.2393,0.9181,0.955
0.847000,-0.1122,0.2413,0.9157,0.954
0.852000,-0.1142,0.2427,0.9127,0.951
0.852000,-0.1171,0.2447,0.9086,0.948
0.855000,-0.1198,0.2471,0.9027,0.944
0.856000,-0.1220,0.2488,0.8976,0.939
0.861000,-0.1237,0.2520,0.8929,0.936
0.862000,-0.1247,0.2559,0.8875,0.932
0.870000,-0.1249,0.2586,0.8805,0.926
0.870000,-0.1264,0.2615,0.8729,0.920
0.871000,-0.1296,0.2655,0.8653,0.914
0.871000,-0.1315,0.2699,0.8570,0.908
0.871000,-0.1327,0.2743,0.8477,0.901
0.871000,-0.1340,0.2787,0.8377,0.893
0.885000,-0.1349,0.2843,0.8279,0.886
0.885000,-0.1349,0.2899,0.8186,0.879
0.886000,-0.1342,0.2950,0.8091,0.872
0.886000,-0.1337,0.3004,0.8005,0.865
0.886000,-0.1347,0.3058,0.7932,0.861
0.886000,-0.1357,0.3104,0.7854,0.855
0.887000,-0.1357,0.3151,0.7766,0.849
0.888000,-0.1344,0.3205,0.7678,0.843
0.891000,-0.1332,0.3253,0.7604,0.838
0.892000,-0.1330,0.3293,0.7536,0.833
0.895000,-0.1327,0.3329,0.7468,0.828
0.896000,-0.1320,0.3371,0.7397,0.823
0.900000,-0.1322,0.3410,0.7316,0.818
0.900000,-0.1325,0.3451,0.7238,0.813
0.904000,-0.1325,0.3491,0.7169,0.808
0.905000,-0.1330,0.3530,0.7116,0.805
0.908000,-0.1330,0.3569,0.7072,0.803
0.909000,-0.1340,0.3605,0.7028,0.801
0.911000,-0.1362,0.3637,0.6981,0.799
0.911000,-0.1396,0.3671,0.6944,0.798
0.916000,-0.1435,0.3698,0.6915,0.797
0.916000,-0.1484,0.3718,0.6900,0.798
0.919000,-0.1535,0.3730,0.6898,0.799
0.919000,-0.1586,0.3752,0.6905,0.802
0.923000,-0.1643,0.3774,0.6922,0.805
0.926000,-0.1709,0.3794,0.6944,0.810
0.928000,-0.1787,0.3808,0.6969,0.814
0.928000,-0.1863,0.3816,0.6988,0.818
0.932000,-0.1929,0.3816,0.7001,0.820
0.932000,-0.1995,0.3818,0.7003,0.822
0.935000,-0.2068,0.3823,0.6998,0.824
0.936000,-0.2136,0.3830,0.7001,0.826
0.939000,-0.2193,0.3833,0.7003,0.828
0.939000,-0.2237,0.3825,0.7001,0.829
0.944000,-0.2273,0.3821,0.6991,0.828
0.944000,-0.2305,0.3818,0.6974,0.828
0.953000,-0.2344,0.3818,0.6949,0.827
0.953000,-0.2383,0.3821,0.6922,0.826
0.954000,-0.2415,0.3835,0.6905,0.826
0.954000,-0.2439,0.3847,0.6898,0.827
0.956000,-0.2427,0.3840,0.6891,0.825
0.956000,-0.2376,0.3806,0.6878,0.821
0.961000,-0.2312,0.3769,0.6866,0.817
0.962000,-0.2241,0.3740,0.6871,0.814
0.974000,-0.2161,0.3715,0.6883,0.812
0.974000,-0.2078,0.3701,0.6896,0.810
0.975000,-0.1990,0.3684,0.6908,0.808
0.975000,-0.1902,0.3657,0.6932,0.806
0.975000,-0.1816,0.3630,0.6957,0.805
0.975000,-0.1743,0.3603,0.6976,0.804
0.976000,-0.1679,0.3583,0.6998,0.804
0.976000,-0.1623,0.3561,0.7028,0.804
0.982000,-0.1557,0.3544,0.7054,0.805
0.983000,-0.1484,0.3530,0.7079,0.805
0.983000,-0.1408,0.3515,0.7106,0.805
0.983000,-0.1337,0.3505,0.7142,0.807
0.988000,-0.1261,0.3510,0.7174,0.809
0.988000,-0.1183,0.3530,0.7204,0.811
0.991000,-0.1093,0.3535,0.7240,0.813
0.992000,-0.0990,0.3505,0.7277,0.814
0.997000,-0.0892,0.3471,0.7311,0.814
0.997000,-0.0816,0.3459,0.7345,0.816
0.999000,-0.0763,0.3456,0.7372,0.818
0.999000,-0.0716,0.3447,0.7394,0.819
1.003000,-0.0684,0.3429,0.7411,0.819
1.004000,-0.0665,0.3417,0.7426,0.820
1.009000,-0.0662,0.3415,0.7428,0.820
1.010000,-0.0677,0.3412,0.7416,0.819
1.013000,-0.0721,0.3412,0.7411,0.819
1.013000,-0.0797,0.3422,0.7406,0.820
1.015000,-0.0895,0.3434,0.7397,0.820
1.016000,-0.1005,0.3447,0.7380,0.821
1.020000,-0.1124,0.3469,0.7360,0.821
1.020000,-0.1256,0.3503,0.7350,0.824
1.023000,-0.1391,0.3535,0.7353,0.828
1.023000,-0.1520,0.3561,0.7362,0.832
1.027000,-0.1652,0.3586,0.7370,0.836
1.027000,-0.1782,0.3613,0.7375,0.840
1.031000,-0.1904,0.3649,0.7397,0.846
1.031000,-0.2017,0.3696,0.7421,0.853
1.035000,-0.2124,0.3735,0.7436,0.859
1.035000,-0.2237,0.3772,0.7448,0.864
1.038000,-0.2364,0.3821,0.7470,0.872
1.039000,-0.2510,0.3891,0.7492,0.881
1.043000,-0.2664,0.3962,0.7516,0.890
1.044000,-0.2804,0.4011,0.7536,0.899
1.048000,-0.2911,0.4038,0.7548,0.904
1.048000,-0.2997,0.4063,0.7563,0.909
1.051000,-0.3058,0.4092,0.7575,0.914
1.051000,-0.3107,0.4124,0.7582,0.917
1.056000,-0.3143,0.4155,0.7585,0.920
1.057000,-0.3165,0.4190,0.7590,0.923
1.062000,-0.3168,0.4221,0.7590,0.924
1.063000,-0.3158,0.4251,0.7585,0.925
1.063000,-0.3139,0.4280,0.7582,0.926
1.065000,-0.3114,0.4305,0.7578,0.925
1.068000,-0.3085,0.4322,0.7573,0.925
1.069000,-0.3033,0.4344,0.7570,0.924
1.072000,-0.2958,0.4358,0.7570,0.922
1.073000,-0.2862,0.4368,0.7568,0.919
1.091000,-0.2757,0.4388,0.7563,0.917
1.092000,-0.2640,0.4417,0.7558,0.914
1.092000,-0.2505,0.4444,0.7556,0.912
1.092000,-0.2347,0.4459,0.7565,0.909
1.093000,-0.2188,0.4471,0.7590,0.908
1.093000,-0.2048,0.4488,0.7617,0.907
1.093000,-0.1929,0.4503,0.7644,0.908
1.093000,-0.1826,0.4520,0.7663,0.908
1.093000,-0.1740,0.4537,0.7690,0.910
1.094000,-0.1677,0.4549,0.7729,0.912
1.096000,-0.1630,0.4559,0.7773,0.916
1.096000,-0.1574,0.4561,0.7812,0.918
1.099000,-0.1508,0.4537,0.7849,0.919
1.100000,-0.1450,0.4527,0.7898,0.922
1.103000,-0.1408,0.4559,0.7961,0.928
1.103000,-0.1386,0.4622,0.8032,0.937
1.109000,-0.1376,0.4693,0.8093,0.946
1.110000,-0.1384,0.4759,0.8150,0.954
1.111000,-0.1408,0.4811,0.8191,0.960
1.112000,-0.1447,0.4857,0.8220,0.966
