time,gFx,gFy,gFz,TgF
15:28:21:1870,-0.3407,0.3410,0.7081,0.857
15:28:21:1870,-0.3407,0.3400,0.7155,0.862
15:28:21:1870,-0.3354,0.3410,0.7248,0.868
15:28:21:1870,-0.3278,0.3437,0.7362,0.876
15:28:21:1880,-0.3197,0.3478,0.7487,0.885
15:28:21:1880,-0.3124,0.3530,0.7614,0.896
15:28:21:1880,-0.3065,0.3569,0.7744,0.906
15:28:21:1890,-0.3024,0.3601,0.7886,0.918
15:28:21:1890,-0.2999,0.3627,0.8025,0.930
15:28:21:1890,-0.2987,0.3649,0.8159,0.942
15:28:21:1890,-0.2987,0.3667,0.8282,0.954
15:28:21:1890,-0.3011,0.3681,0.8389,0.964
15:28:21:1900,-0.3048,0.3691,0.8489,0.975
15:28:21:1900,-0.3087,0.3696,0.8580,0.984
15:28:21:1900,-0.3114,0.3689,0.8658,0.991
15:28:21:1900,-0.3121,0.3686,0.8729,0.998
15:28:21:1950,-0.3124,0.3684,0.8795,1.003
15:28:21:1960,-0.3114,0.3676,0.8853,1.008
15:28:21:1960,-0.3095,0.3674,0.8897,1.011
15:28:21:1980,-0.3075,0.3681,0.8927,1.013
15:28:21:1990,-0.3060,0.3696,0.8954,1.016
15:28:21:2020,-0.3053,0.3715,0.8971,1.018
15:28:21:2050,-0.3053,0.3747,0.8971,1.019
15:28:21:2060,-0.3058,0.3791,0.8966,1.020
15:28:21:2080,-0.3063,0.3833,0.8966,1.022
15:28:21:2100,-0.3063,0.3874,0.8966,1.024
15:28:21:2120,-0.3051,0.3913,0.8971,1.025
15:28:21:2140,-0.3016,0.3950,0.8971,1.026
15:28:21:2160,-0.2975,0.3979,0.8963,1.025
15:28:21:2180,-0.2941,0.3994,0.8932,1.022
15:28:21:2190,-0.2931,0.3994,0.8873,1.016
15:28:21:2240,-0.2943,0.3982,0.8783,1.008
15:28:21:2250,-0.2975,0.3955,0.8687,1.000
15:28:21:2260,-0.3019,0.3928,0.8590,0.992
15:28:21:2280,-0.3063,0.3899,0.8499,0.984
15:28:21:2300,-0.3099,0.3874,0.8423,0.978
15:28:21:2320,-0.3124,0.3857,0.8355,0.972
15:28:21:2340,-0.3139,0.3852,0.8294,0.967
15:28:21:2360,-0.3151,0.3852,0.8242,0.963
15:28:21:2420,-0.3153,0.3855,0.8208,0.960
15:28:21:2430,-0.3148,0.3852,0.8196,0.959
15:28:21:2430,-0.3136,0.3855,0.8213,0.960
15:28:21:2440,-0.3117,0.3850,0.8252,0.962
15:28:21:2490,-0.3097,0.3845,0.8306,0.966
15:28:21:2490,-0.3077,0.3843,0.8372,0.971
15:28:21:2500,-0.3063,0.3835,0.8445,0.977
15:28:21:2520,-0.3060,0.3816,0.8516,0.982
15:28:21:2560,-0.3068,0.3789,0.8587,0.987
15:28:21:2570,-0.3080,0.3777,0.8660,0.994
15:28:21:2580,-0.3102,0.3769,0.8734,1.001
15:28:21:2600,-0.3139,0.3759,0.8807,1.008
15:28:21:2620,-0.3185,0.3750,0.8885,1.016
15:28:21:2640,-0.3239,0.3733,0.8968,1.024
15:28:21:2650,-0.3300,0.3713,0.9044,1.032
15:28:21:2680,-0.3354,0.3701,0.9117,1.040
15:28:21:2700,-0.3383,0.3691,0.9198,1.047
15:28:21:2730,-0.3405,0.3679,0.9281,1.055
15:28:21:2760,-0.3444,0.3664,0.9374,1.064
15:28:21:2770,-0.3493,0.3647,0.9474,1.074
15:28:21:2790,-0.3525,0.3627,0.9567,1.082
15:28:21:2790,-0.3539,0.3610,0.9638,1.088
15:28:21:3100,-0.3552,0.3581,0.9694,1.093
15:28:21:3110,-0.3566,0.3539,0.9748,1.097
15:28:21:3110,-0.3591,0.3500,0.9802,1.101
15:28:21:3110,-0.3610,0.3459,0.9865,1.106
15:28:21:3110,-0.3627,0.3415,0.9934,1.111
15:28:21:3120,-0.3649,0.3371,1.0000,1.117
15:28:21:3120,-0.3676,0.3324,1.0054,1.121
15:28:21:3120,-0.3698,0.3275,1.0095,1.124
15:28:21:3120,-0.3715,0.3227,1.0129,1.126
15:28:21:3130,-0.3728,0.3195,1.0161,1.129
15:28:21:3130,-0.3747,0.3178,1.0193,1.132
15:28:21:3130,-0.3781,0.3168,1.0205,1.133
15:28:21:3130,-0.3828,0.3161,1.0195,1.134
15:28:21:3140,-0.3872,0.3156,1.0173,1.133
15:28:21:3140,-0.3904,0.3156,1.0144,1.132
15:28:21:3140,-0.3923,0.3148,1.0103,1.129
15:28:21:3140,-0.3938,0.3131,1.0051,1.124
15:28:21:3190,-0.3957,0.3109,0.9980,1.118
15:28:21:3190,-0.3987,0.3085,0.9873,1.109
15:28:21:3200,-0.4016,0.3051,0.9729,1.096
15:28:21:3240,-0.4053,0.3019,0.9555,1.081
15:28:21:3250,-0.4097,0.2989,0.9372,1.066
15:28:21:3260,-0.4146,0.2970,0.9196,1.052
15:28:21:3280,-0.4217,0.2965,0.9042,1.041
15:28:21:3300,-0.4309,0.2972,0.8915,1.034
15:28:21:3310,-0.4405,0.2997,0.8822,1.031
15:28:21:3340,-0.4488,0.3024,0.8758,1.030
15:28:21:3350,-0.4564,0.3051,0.8726,1.031
15:28:21:3400,-0.4639,0.3085,0.8712,1.034
15:28:21:3410,-0.4708,0.3121,0.8712,1.038
15:28:21:3410,-0.4764,0.3156,0.8731,1.044
15:28:21:3449,-0.4803,0.3180,0.8780,1.050
15:28:21:3459,-0.4842,0.3195,0.8846,1.058
15:28:21:3469,-0.4879,0.3205,0.8922,1.066
15:28:21:3500,-0.4906,0.3209,0.9015,1.075
15:28:21:3520,-0.4928,0.3202,0.9122,1.085
15:28:21:3560,-0.4947,0.3180,0.9245,1.096
15:28:21:3570,-0.4969,0.3146,0.9374,1.107
15:28:21:3570,-0.4982,0.3112,0.9509,1.118
15:28:21:3600,-0.4987,0.3065,0.9643,1.128
15:28:21:3620,-0.5004,0.3011,0.9770,1.138
15:28:21:3630,-0.5031,0.2960,0.9883,1.148
15:28:21:3660,-0.5053,0.2919,0.9993,1.157
15:28:21:3680,-0.5065,0.2879,1.0100,1.166
15:28:21:3700,-0.5075,0.2848,1.0191,1.173
15:28:21:3730,-0.5082,0.2828,1.0266,1.180
15:28:21:3730,-0.5094,0.2818,1.0320,1.185
15:28:21:3750,-0.5104,0.2806,1.0349,1.188
15:28:21:3780,-0.5116,0.2789,1.0347,1.187
15:28:21:3800,-0.5133,0.2772,1.0323,1.186
15:28:21:3820,-0.5155,0.2750,1.0279,1.182
15:28:21:3830,-0.5180,0.2718,1.0225,1.178
15:28:21:3860,-0.5211,0.2684,1.0173,1.174
15:28:21:3890,-0.5243,0.2674,1.0127,1.171
15:28:21:3910,-0.5272,0.2699,1.0081,1.169
15:28:21:3920,-0.5294,0.2752,1.0039,1.168
15:28:21:3940,-0.5309,0.2818,0.9988,1.166
15:28:21:3960,-0.5312,0.2887,0.9900,1.160
15:28:21:3980,-0.5314,0.2955,0.9770,1.151
15:28:21:4000,-0.5326,0.3021,0.9626,1.141
15:28:21:4020,-0.5358,0.3070,0.9469,1.131
15:28:21:4050,-0.5419,0.3097,0.9291,1.119
15:28:21:4060,-0.5500,0.3095,0.9086,1.106
15:28:21:4079,-0.5588,0.3068,0.8878,1.093
15:28:21:4100,-0.5678,0.3026,0.8699,1.082
15:28:21:4120,-0.5756,0.2972,0.8555,1.073
15:28:21:4130,-0.5825,0.2914,0.8440,1.066
15:28:21:4430,-0.5884,0.2857,0.8357,1.061
15:28:21:4440,-0.5928,0.2804,0.8311,1.059
15:28:21:4440,-0.5957,0.2740,0.8304,1.058
15:28:21:4450,-0.5962,0.2667,0.8333,1.059
15:28:21:4450,-0.5950,0.2593,0.8394,1.061
15:28:21:4450,-0.5928,0.2523,0.8489,1.066
15:28:21:4460,-0.5901,0.2447,0.8629,1.074
15:28:21:4460,-0.5876,0.2364,0.8812,1.085
15:28:21:4460,-0.5859,0.2276,0.9037,1.101
15:28:21:4460,-0.5835,0.2178,0.9308,1.120
15:28:21:4470,-0.5805,0.2068,0.9606,1.141
15:28:21:4470,-0.5774,0.1955,0.9924,1.165
15:28:21:4480,-0.5734,0.1855,1.0244,1.189
15:28:21:4480,-0.5688,0.1755,1.0560,1.212
15:28:21:4480,-0.5629,0.1655,1.0873,1.235
15:28:21:4490,-0.5571,0.1569,1.1178,1.259
15:28:21:4490,-0.5541,0.1498,1.1484,1.284
15:28:21:4490,-0.5539,0.1442,1.1779,1.310
15:28:21:4520,-0.5551,0.1393,1.2048,1.334
15:28:21:4560,-0.5573,0.1357,1.2300,1.357
15:28:21:4570,-0.5600,0.1335,1.2547,1.380
15:28:21:4570,-0.5622,0.1325,1.2779,1.402
15:28:21:4590,-0.5622,0.1330,1.2994,1.422
15:28:21:4620,-0.5602,0.1347,1.3204,1.441
15:28:21:4630,-0.5583,0.1362,1.3398,1.458
15:28:21:4660,-0.5566,0.1374,1.3571,1.473
15:28:21:4680,-0.5558,0.1379,1.3725,1.487
15:28:21:4700,-0.5561,0.1386,1.3845,1.498
15:28:21:4730,-0.5568,0.1403,1.3928,1.507
15:28:21:4740,-0.5578,0.1425,1.3994,1.513
15:28:21:4770,-0.5588,0.1447,1.4050,1.519
15:28:21:4780,-0.5590,0.1462,1.4080,1.522
15:28:21:4800,-0.5583,0.1469,1.4082,1.522
15:28:21:4820,-0.5566,0.1459,1.4043,1.518
15:28:21:4830,-0.5561,0.1440,1.3965,1.510
15:28:21:4860,-0.5566,0.1428,1.3862,1.501
15:28:21:4920,-0.5578,0.1418,1.3754,1.491
15:28:21:4930,-0.5585,0.1398,1.3647,1.481
15:28:21:4940,-0.5590,0.1379,1.3534,1.471
15:28:21:4950,-0.5600,0.1369,1.3407,1.459
15:28:21:4980,-0.5617,0.1359,1.3261,1.447
15:28:21:4990,-0.5642,0.1359,1.3109,1.434
15:28:21:5000,-0.5664,0.1369,1.2967,1.422
15:28:21:5040,-0.5681,0.1401,1.2833,1.410
15:28:21:5050,-0.5708,0.1442,1.2694,1.399
15:28:21:5050,-0.5749,0.1476,1.2547,1.388
15:28:21:5100,-0.5800,0.1511,1.2405,1.378
15:28:21:5110,-0.5862,0.1542,1.2271,1.369
15:28:21:5120,-0.5920,0.1567,1.2139,1.360
15:28:21:5140,-0.5989,0.1596,1.2014,1.352
15:28:21:5160,-0.6072,0.1616,1.1899,1.346
15:28:21:5180,-0.6167,0.1628,1.1789,1.340
15:28:21:5200,-0.6280,0.1635,1.1691,1.337
15:28:21:5220,-0.6402,0.1648,1.1625,1.337
15:28:21:5270,-0.6534,0.1660,1.1594,1.341
15:28:21:5270,-0.6676,0.1672,1.1591,1.348
15:28:21:5290,-0.6822,0.1692,1.1625,1.359
15:28:21:5300,-0.6974,0.1726,1.1689,1.372
15:28:21:5310,-0.7116,0.1760,1.1779,1.387
15:28:21:5340,-0.7235,0.1797,1.1899,1.404
15:28:21:5350,-0.7340,0.1841,1.2039,1.422
15:28:21:5400,-0.7441,0.1889,1.2192,1.441
15:28:21:5410,-0.7534,0.1931,1.2364,1.461
15:28:21:5420,-0.7617,0.1965,1.2547,1.481
15:28:21:5440,-0.7683,0.1990,1.2740,1.501
15:28:21:5460,-0.7739,0.1992,1.2943,1.521
15:28:21:5740,-0.7788,0.1985,1.3151,1.541
15:28:21:5750,-0.7832,0.1970,1.3351,1.560
15:28:21:5750,-0.7876,0.1960,1.3547,1.579
15:28:21:5760,-0.7925,0.1953,1.3730,1.597
15:28:21:5760,-0.7981,0.1943,1.3904,1.615
15:28:21:5760,-0.8027,0.1933,1.4072,1.632
15:28:21:5770,-0.8071,0.1936,1.4238,1.648
15:28:21:5770,-0.8125,0.1948,1.4397,1.665
15:28:21:5780,-0.8186,0.1970,1.4537,1.680
15:28:21:5780,-0.8240,0.1992,1.4652,1.693
15:28:21:5790,-0.8286,0.2002,1.4747,1.703
15:28:21:5790,-0.8326,0.2002,1.4830,1.712
15:28:21:5790,-0.8360,0.1992,1.4886,1.719
15:28:21:5800,-0.8377,0.1970,1.4925,1.723
15:28:21:5800,-0.8357,0.1946,1.4952,1.724
15:28:21:5810,-0.8311,0.1924,1.4967,1.723
15:28:21:5810,-0.8242,0.1907,1.4989,1.721
15:28:21:5840,-0.8140,0.1892,1.5013,1.718
15:28:21:5890,-0.8008,0.1872,1.5016,1.712
15:28:21:5890,-0.7868,0.1853,1.4986,1.703
15:28:21:5900,-0.7741,0.1838,1.4940,1.693
15:28:21:5900,-0.7614,0.1826,1.4889,1.682
15:28:21:5950,-0.7472,0.1821,1.4818,1.669
15:28:21:5950,-0.7326,0.1826,1.4722,1.655
15:28:21:5960,-0.7179,0.1831,1.4612,1.638
15:28:21:6030,-0.7040,0.1831,1.4488,1.621
15:28:21:6030,-0.6915,0.1826,1.4348,1.603
15:28:21:6040,-0.6798,0.1821,1.4199,1.585
15:28:21:6040,-0.6695,0.1816,1.4033,1.565
15:28:21:6060,-0.6612,0.1816,1.3872,1.547
15:28:21:6070,-0.6534,0.1819,1.3725,1.531
15:28:21:6090,-0.6453,0.1814,1.3571,1.514
15:28:21:6110,-0.6365,0.1811,1.3400,1.495
15:28:21:6140,-0.6282,0.1811,1.3212,1.474
15:28:21:6150,-0.6204,0.1814,1.3019,1.453
15:28:21:6170,-0.6128,0.1823,1.2835,1.434
15:28:21:6190,-0.6055,0.1845,1.2640,1.414
15:28:21:6220,-0.5996,0.1877,1.2425,1.392
15:28:21:6230,-0.5942,0.1914,1.2200,1.370
15:28:21:6250,-0.5906,0.1955,1.1987,1.351
15:28:21:6270,-0.5893,0.2007,1.1777,1.332
15:28:21:6300,-0.5896,0.2056,1.1564,1.314
15:28:21:6320,-0.5903,0.2097,1.1342,1.296
15:28:21:6340,-0.5923,0.2134,1.1115,1.277
15:28:21:6350,-0.5947,0.2173,1.0887,1.259
15:28:21:6400,-0.5964,0.2212,1.0662,1.242
15:28:21:6410,-0.5974,0.2249,1.0440,1.224
15:28:21:6410,-0.5972,0.2283,1.0215,1.205
15:28:21:6430,-0.5959,0.2315,0.9983,1.185
15:28:21:6460,-0.5947,0.2344,0.9741,1.165
15:28:21:6470,-0.5925,0.2376,0.9499,1.144
15:28:21:6500,-0.5903,0.2410,0.9262,1.124
15:28:21:6520,-0.5888,0.2425,0.9044,1.106
15:28:21:6550,-0.5884,0.2417,0.8836,1.089
15:28:21:6560,-0.5879,0.2403,0.8658,1.074
15:28:21:6580,-0.5862,0.2373,0.8519,1.061
15:28:21:6590,-0.5827,0.2334,0.8433,1.051
15:28:21:6620,-0.5778,0.2290,0.8389,1.044
15:28:21:6630,-0.5717,0.2241,0.8379,1.039
15:28:21:6660,-0.5649,0.2183,0.8401,1.036
15:28:21:6670,-0.5573,0.2124,0.8448,1.034
15:28:21:6700,-0.5492,0.2070,0.8511,1.034
15:28:21:6740,-0.5407,0.2019,0.8590,1.035
15:28:21:6750,-0.5334,0.1955,0.8702,1.039
15:28:21:6750,-0.5302,0.1863,0.8858,1.049
15:28:21:6780,-0.5287,0.1770,0.9025,1.061
15:28:21:6790,-0.5250,0.1709,0.9171,1.071
15:28:21:7100,-0.5175,0.1684,0.9276,1.075
15:28:21:7100,-0.5060,0.1689,0.9347,1.076
15:28:21:7100,-0.4921,0.1714,0.9391,1.074
15:28:21:7110,-0.4774,0.1743,0.9401,1.069
15:28:21:7110,-0.4617,0.1777,0.9384,1.061
15:28:21:7110,-0.4471,0.1809,0.9350,1.052
15:28:21:7120,-0.4353,0.1831,0.9311,1.044
15:28:21:7120,-0.4283,0.1831,0.9271,1.038
15:28:21:7120,-0.4248,0.1814,0.9227,1.032
15:28:21:7120,-0.4231,0.1784,0.9176,1.026
15:28:21:7120,-0.4214,0.1750,0.9115,1.019
15:28:21:7130,-0.4195,0.1711,0.9037,1.011
15:28:21:7130,-0.4158,0.1677,0.8941,1.000
15:28:21:7130,-0.4107,0.1650,0.8814,0.986
15:28:21:7130,-0.4036,0.1638,0.8653,0.969
15:28:21:7140,-0.3962,0.1638,0.8484,0.951
15:28:21:7140,-0.3884,0.1638,0.8323,0.933
15:28:21:7160,-0.3796,0.1648,0.8150,0.914
15:28:21:7200,-0.3701,0.1665,0.7966,0.894
15:28:21:7200,-0.3613,0.1682,0.7783,0.874
15:28:21:7230,-0.3530,0.1704,0.7600,0.855
15:28:21:7230,-0.3449,0.1733,0.7414,0.836
15:28:21:7260,-0.3376,0.1767,0.7216,0.816
15:28:21:7270,-0.3305,0.1809,0.7001,0.795
15:28:21:7300,-0.3227,0.1850,0.6778,0.773
15:28:21:7310,-0.3139,0.1887,0.6553,0.751
15:28:21:7340,-0.3046,0.1914,0.6328,0.728
15:28:21:7360,-0.2953,0.1929,0.6121,0.706
15:28:21:7400,-0.2872,0.1924,0.5932,0.687
15:28:21:7410,-0.2816,0.1909,0.5774,0.670
15:28:21:7440,-0.2774,0.1904,0.5627,0.656
15:28:21:7440,-0.2745,0.1914,0.5492,0.643
15:28:21:7460,-0.2730,0.1936,0.5360,0.632
15:28:21:7480,-0.2725,0.1963,0.5233,0.622
15:28:21:7500,-0.2718,0.1995,0.5116,0.613
15:28:21:7520,-0.2696,0.2029,0.5018,0.605
15:28:21:7550,-0.2659,0.2058,0.4928,0.597
15:28:21:7550,-0.2623,0.2087,0.4850,0.590
15:28:21:7580,-0.2598,0.2117,0.4786,0.584
15:28:21:7590,-0.2579,0.2146,0.4737,0.580
15:28:21:7620,-0.2574,0.2183,0.4710,0.579
15:28:21:7630,-0.2579,0.2217,0.4696,0.580
15:28:21:7660,-0.2586,0.2254,0.4691,0.581
15:28:21:7680,-0.2591,0.2290,0.4681,0.582
15:28:21:7700,-0.2596,0.2329,0.4659,0.582
15:28:21:7730,-0.2596,0.2386,0.4622,0.581
15:28:21:7760,-0.2591,0.2442,0.4576,0.580
15:28:21:7760,-0.2589,0.2493,0.4517,0.577
15:28:21:7790,-0.2589,0.2562,0.4444,0.575
15:28:21:7790,-0.2591,0.2635,0.4363,0.572
15:28:21:7810,-0.2593,0.2696,0.4290,0.569
15:28:21:7830,-0.2603,0.2738,0.4231,0.567
15:28:21:7860,-0.2613,0.2767,0.4187,0.566
15:28:21:7890,-0.2637,0.2796,0.4151,0.566
15:28:21:7900,-0.2662,0.2833,0.4099,0.565
15:28:21:7930,-0.2667,0.2879,0.4028,0.562
15:28:21:7930,-0.2664,0.2928,0.3943,0.559
15:28:21:7960,-0.2667,0.2985,0.3865,0.556
15:28:21:7990,-0.2679,0.3053,0.3786,0.555
15:28:21:8000,-0.2706,0.3134,0.3701,0.555
15:28:21:8020,-0.2743,0.3222,0.3623,0.557
15:28:21:8070,-0.2791,0.3307,0.3549,0.560
15:28:21:8080,-0.2862,0.3395,0.3483,0.564
15:28:21:8090,-0.2943,0.3491,0.3434,0.571
15:28:21:8110,-0.3026,0.3583,0.3405,0.580
15:28:21:8110,-0.3107,0.3671,0.3390,0.588
15:28:21:8440,-0.3175,0.3755,0.3381,0.597
15:28:21:8450,-0.3212,0.3828,0.3376,0.603
15:28:21:8450,-0.3214,0.3891,0.3385,0.608
15:28:21:8450,-0.3207,0.3940,0.3425,0.613
15:28:21:8450,-0.3202,0.3967,0.3513,0.619
15:28:21:8460,-0.3195,0.3972,0.3635,0.626
15:28:21:8460,-0.3190,0.3965,0.3769,0.633
15:28:21:8460,-0.3197,0.3955,0.3901,0.641
15:28:21:8460,-0.3209,0.3957,0.4028,0.650
15:28:21:8470,-0.3224,0.3967,0.4160,0.659
15:28:21:8470,-0.3251,0.3989,0.4295,0.670
15:28:21:8470,-0.3283,0.4026,0.4432,0.683
15:28:21:8480,-0.3312,0.4070,0.4559,0.695
15:28:21:8480,-0.3337,0.4114,0.4681,0.707
15:28:21:8480,-0.3356,0.4148,0.4798,0.718
15:28:21:8480,-0.3373,0.4177,0.4913,0.728
15:28:21:8490,-0.3383,0.4209,0.5009,0.737
15:28:21:8490,-0.3403,0.4253,0.5084,0.745
15:28:21:8500,-0.3427,0.4300,0.5150,0.753
15:28:21:8510,-0.3444,0.4339,0.5206,0.760
15:28:21:8570,-0.3464,0.4380,0.5253,0.767
15:28:21:8570,-0.3493,0.4429,0.5292,0.773
15:28:21:8580,-0.3530,0.4483,0.5341,0.782
15:28:21:8600,-0.3571,0.4534,0.5385,0.789
15:28:21:8620,-0.3615,0.4593,0.5424,0.797
15:28:21:8630,-0.3657,0.4654,0.5461,0.805
15:28:21:8660,-0.3711,0.4713,0.5488,0.813
15:28:21:8670,-0.3779,0.4774,0.5497,0.820
15:28:21:8700,-0.3852,0.4840,0.5488,0.827
15:28:21:8790,-0.3933,0.4908,0.5483,0.834
15:28:21:8790,-0.4026,0.4972,0.5490,0.843
15:28:21:8800,-0.4136,0.5040,0.5507,0.853
15:28:21:8800,-0.4241,0.5114,0.5527,0.864
15:28:21:8810,-0.4334,0.5192,0.5546,0.875
15:28:21:8850,-0.4405,0.5263,0.5568,0.884
15:28:21:8850,-0.4454,0.5326,0.5590,0.891
15:28:21:8860,-0.4485,0.5390,0.5615,0.898
15:28:21:8870,-0.4500,0.5453,0.5644,0.905
15:28:21:8900,-0.4495,0.5514,0.5676,0.910
15:28:21:8910,-0.4478,0.5563,0.5717,0.915
15:28:21:8940,-0.4468,0.5605,0.5771,0.920
15:28:21:8960,-0.4478,0.5632,0.5844,0.927
15:28:21:8980,-0.4503,0.5651,0.5940,0.935
15:28:21:8990,-0.4525,0.5666,0.6050,0.944
15:28:21:9020,-0.4542,0.5678,0.6174,0.954
15:28:21:9050,-0.4549,0.5678,0.6306,0.963
15:28:21:9060,-0.4539,0.5668,0.6453,0.971
15:28:21:9080,-0.4503,0.5651,0.6610,0.979
15:28:21:9100,-0.4432,0.5624,0.6764,0.985
15:28:21:9120,-0.4339,0.5593,0.6900,0.989
15:28:21:9140,-0.4241,0.5558,0.7028,0.991
15:28:21:9150,-0.4138,0.5507,0.7152,0.993
15:28:21:9180,-0.4028,0.5446,0.7287,0.995
15:28:21:9190,-0.3916,0.5380,0.7436,0.998
15:28:21:9220,-0.3796,0.5302,0.7580,1.000
15:28:21:9240,-0.3674,0.5216,0.7717,1.001
15:28:21:9260,-0.3549,0.5138,0.7856,1.004
15:28:21:9270,-0.3439,0.5057,0.7996,1.007
15:28:21:9290,-0.3346,0.4974,0.8118,1.009
15:28:21:9310,-0.3266,0.4899,0.8235,1.012
15:28:21:9330,-0.3200,0.4830,0.8362,1.017
15:28:21:9350,-0.3151,0.4769,0.8494,1.024
15:28:21:9400,-0.3107,0.4718,0.8631,1.032
15:28:21:9410,-0.3063,0.4674,0.8778,1.041
15:28:21:9420,-0.3024,0.4637,0.8924,1.050
15:28:21:9460,-0.2982,0.4617,0.9078,1.061
15:28:21:9460,-0.2943,0.4610,0.9247,1.074
15:28:21:9700,-0.2919,0.4605,0.9425,1.089
15:28:21:9700,-0.2919,0.4598,0.9609,1.104
15:28:21:9700,-0.2921,0.4583,0.9804,1.121
15:28:21:9710,-0.2936,0.4571,1.0010,1.139
15:28:21:9710,-0.2975,0.4566,1.0225,1.159
15:28:21:9710,-0.3036,0.4566,1.0450,1.180
15:28:21:9710,-0.3112,0.4559,1.0687,1.203
15:28:21:9710,-0.3209,0.4547,1.0917,1.225
15:28:21:9720,-0.3319,0.4551,1.1137,1.248
15:28:21:9720,-0.3437,0.4576,1.1352,1.271
15:28:21:9720,-0.3564,0.4605,1.1555,1.294
15:28:21:9720,-0.3701,0.4647,1.1743,1.316
15:28:21:9730,-0.3840,0.4696,1.1899,1.336
15:28:21:9740,-0.3975,0.4749,1.2021,1.352
15:28:21:9760,-0.4111,0.4806,1.2119,1.367
15:28:21:9780,-0.4253,0.4864,1.2190,1.380
15:28:21:9790,-0.4397,0.4923,1.2222,1.389
15:28:21:9820,-0.4537,0.4989,1.2219,1.396
15:28:21:9830,-0.4661,0.5062,1.2190,1.400
15:28:21:9860,-0.4776,0.5143,1.2136,1.402
15:28:21:9890,-0.4891,0.5211,1.2061,1.402
15:28:21:9900,-0.5004,0.5268,1.1955,1.399
15:28:21:9920,-0.5101,0.5314,1.1814,1.392
15:28:21:9940,-0.5185,0.5358,1.1643,1.383
15:28:21:9950,-0.5255,0.5407,1.1445,1.371
15:28:21:9980,-0.5324,0.5451,1.1212,1.356
15:28:22:0000,-0.5392,0.5485,1.0951,1.338
15:28:22:0020,-0.5453,0.5517,1.0662,1.319
15:28:22:0070,-0.5522,0.5551,1.0354,1.298
15:28:22:0080,-0.5598,0.5588,1.0037,1.278
15:28:22:0080,-0.5668,0.5624,0.9704,1.257
15:28:22:0100,-0.5722,0.5656,0.9367,1.235
15:28:22:0110,-0.5761,0.5676,0.9027,1.212
15:28:22:0140,-0.5781,0.5688,0.8673,1.187
15:28:22:0160,-0.5776,0.5700,0.8304,1.161
15:28:22:0200,-0.5739,0.5715,0.7920,1.133
15:28:22:0200,-0.5686,0.5727,0.7509,1.102
15:28:22:0230,-0.5637,0.5739,0.7091,1.072
15:28:22:0240,-0.5595,0.5752,0.6680,1.044
15:28:22:0260,-0.5566,0.5754,0.6287,1.018
15:28:22:0280,-0.5539,0.5747,0.5913,0.993
15:28:22:0300,-0.5512,0.5725,0.5563,0.970
15:28:22:0320,-0.5478,0.5690,0.5243,0.948
15:28:22:0340,-0.5431,0.5646,0.4940,0.926
15:28:22:0360,-0.5385,0.5605,0.4657,0.906
15:28:22:0400,-0.5326,0.5573,0.4393,0.887
15:28:22:0410,-0.5258,0.5551,0.4158,0.870
15:28:22:0429,-0.5187,0.5524,0.3945,0.854
15:28:22:0429,-0.5126,0.5495,0.3759,0.840
15:28:22:0460,-0.5075,0.5461,0.3618,0.829
15:28:22:0480,-0.5033,0.5429,0.3510,0.819
15:28:22:0500,-0.5001,0.5397,0.3444,0.812
15:28:22:0509,-0.4965,0.5363,0.3427,0.807
15:28:22:0630,-0.4921,0.5334,0.3464,0.804
15:28:22:0640,-0.4877,0.5307,0.3547,0.803
15:28:22:0640,-0.4818,0.5280,0.3667,0.803
15:28:22:0650,-0.4745,0.5253,0.3823,0.804
15:28:22:0650,-0.4669,0.5241,0.4009,0.808
15:28:22:0660,-0.4593,0.5238,0.4219,0.814
15:28:22:0660,-0.4520,0.5231,0.4441,0.822
15:28:22:0690,-0.4454,0.5214,0.4671,0.830
15:28:22:0790,-0.4405,0.5192,0.4911,0.839
15:28:22:0800,-0.4371,0.5163,0.5155,0.850
15:28:22:0810,-0.4341,0.5123,0.5392,0.861
15:28:22:0810,-0.4314,0.5077,0.5615,0.871
15:28:22:0810,-0.4297,0.5021,0.5832,0.881
15:28:22:0820,-0.4283,0.4967,0.6038,0.891
15:28:22:0820,-0.4253,0.4911,0.6226,0.900
15:28:22:1060,-0.4212,0.4852,0.6394,0.906
15:28:22:1060,-0.4160,0.4801,0.6548,0.912
15:28:22:1060,-0.4099,0.4752,0.6690,0.917
15:28:22:1070,-0.4033,0.4713,0.6822,0.922
15:28:22:1070,-0.3965,0.4679,0.6937,0.926
15:28:22:1070,-0.3894,0.4644,0.7037,0.929
15:28:22:1080,-0.3828,0.4615,0.7128,0.931
15:28:22:1080,-0.3767,0.4591,0.7211,0.934
15:28:22:1080,-0.3715,0.4571,0.7282,0.937
15:28:22:1080,-0.3671,0.4547,0.7340,0.938
15:28:22:1080,-0.3637,0.4527,0.7380,0.939
15:28:22:1090,-0.3613,0.4515,0.7404,0.939
15:28:22:1090,-0.3591,0.4505,0.7409,0.939
15:28:22:1120,-0.3564,0.4500,0.7387,0.936
15:28:22:1130,-0.3532,0.4500,0.7345,0.931
15:28:22:1130,-0.3500,0.4505,0.7289,0.926
15:28:22:1150,-0.3473,0.4512,0.7223,0.920
15:28:22:1180,-0.3451,0.4517,0.7140,0.913
15:28:22:1190,-0.3429,0.4520,0.7035,0.904
15:28:22:1230,-0.3405,0.4529,0.6922,0.895
