time,ax,ay,az,wx,wy,wz,Unnamed: 10
10:37:35:005,-8.9111,2.0074,-0.7924,-0.5463,-0.4988,0.1698,
10:37:35:052,-8.9111,2.0074,-0.7924,-0.9258,-2.5774,1.6367,
10:37:35:055,-7.3595,1.4373,-0.41,-0.9258,-2.5774,1.6367,
10:37:35:088,-7.3595,1.4373,-0.41,-0.6253,-1.9918,3.8716,
10:37:35:092,-5.3601,2.5593,0.5013,-0.6253,-1.9918,3.8716,
10:37:35:094,-5.3601,2.5593,0.5013,-0.6253,-1.9918,3.8716,
10:37:35:096,-5.3601,2.5593,0.5013,-0.6253,-1.9918,3.8716,
10:37:35:098,-5.3601,2.5593,0.5013,-0.6253,-1.9918,3.8716,
10:37:35:099,-5.3601,2.5593,0.5013,-0.6253,-1.9918,3.8716,
10:37:35:129,-5.3601,2.5593,0.5013,-0.6778,-0.7668,5.4941,
10:37:35:131,-2.2134,-0.8352,-1.0631,-0.6778,-0.7668,5.4941,
10:37:35:176,-2.2134,-0.8352,-1.0631,-0.6778,-0.7668,5.4941,
10:37:35:180,-2.2134,-0.8352,-1.0631,-0.6778,-0.7668,5.4941,
10:37:35:182,-2.2134,-0.8352,-1.0631,-0.6778,-0.7668,5.4941,
10:37:35:184,-2.2134,-0.8352,-1.0631,-0.6778,-0.7668,5.4941,
10:37:35:185,-2.2134,-0.8352,-1.0631,-0.6778,-0.7668,5.4941,
10:37:35:227,-2.2134,-0.8352,-1.0631,-1.0224,-0.4088,6.7455,
10:37:35:230,16.0425,-15.9849,-0.2946,-1.0224,-0.4088,6.7455,
10:37:35:264,16.0425,-15.9849,-0.2946,-0.8151,-0.979,4.9887,
10:37:35:267,16.0425,-15.9849,-0.2946,-0.8151,-0.979,4.9887,
10:37:35:269,16.0425,-15.9849,-0.2946,-0.8151,-0.979,4.9887,
10:37:35:270,16.0425,-15.9849,-0.2946,-0.8151,-0.979,4.9887,
10:37:35:271,16.0425,-15.9849,-0.2946,-0.8151,-0.979,4.9887,
10:37:35:273,18.402,-16.8196,-0.0888,-0.8151,-0.979,4.9887,
10:37:35:304,17.5726,-10.7306,1.9319,-0.8151,-0.979,4.9887,
10:37:35:308,17.5726,-10.7306,1.9319,-0.3561,-0.8621,-0.97,
10:37:35:332,17.5726,-10.7306,1.9319,-0.3561,-0.8621,-0.97,
10:37:35:337,17.5726,-10.7306,1.9319,-0.3561,-0.8621,-0.97,
10:37:35:339,17.5726,-10.7306,1.9319,-0.3561,-0.8621,-0.97,
10:37:35:341,17.5726,-10.7306,1.9319,-0.3561,-0.8621,-0.97,
10:37:35:383,17.5726,-10.7306,1.9319,-0.0918,-0.8776,-3.3504,
10:37:35:387,3.5151,-2.4532,3.8442,-0.0918,-0.8776,-3.3504,
10:37:35:420,3.5151,-2.4532,3.8442,-0.0918,-0.8776,-3.3504,
10:37:35:424,3.5151,-2.4532,3.8442,-0.0918,-0.8776,-3.3504,
10:37:35:427,3.5151,-2.4532,3.8442,-0.0918,-0.8776,-3.3504,
10:37:35:429,3.5151,-2.4532,3.8442,-0.0918,-0.8776,-3.3504,
10:37:35:460,3.5151,-2.4532,3.8442,-0.2266,0.1128,-3.5597,
10:37:35:464,1.7572,0.2371,0.2449,-0.2266,0.1128,-3.5597,
10:37:35:506,0.6902,0.1648,0.3163,-0.2266,0.1128,-3.5597,
10:37:35:513,0.6902,0.1648,0.3163,-0.1773,0.6292,-1.7304,
10:37:35:515,0.6902,0.1648,0.3163,-0.1773,0.6292,-1.7304,
10:37:35:516,0.6902,0.1648,0.3163,-0.1773,0.6292,-1.7304,
10:37:35:517,0.6902,0.1648,0.3163,-0.1773,0.6292,-1.7304,
10:37:35:518,0.6902,0.1648,0.3163,-0.1773,0.6292,-1.7304,
10:37:35:519,0.6902,0.1648,0.3163,-0.1773,0.6292,-1.7304,
10:37:35:558,0.6902,0.1648,0.3163,0.0181,0.2566,-1.067,
10:37:35:559,-0.9077,-0.2611,-0.5355,0.0181,0.2566,-1.067,
10:37:35:593,-0.9077,-0.2611,-0.5355,0.0181,0.2566,-1.067,
10:37:35:594,-0.9077,-0.2611,-0.5355,0.0181,0.2566,-1.067,
10:37:35:594,-0.9077,-0.2611,-0.5355,0.0181,0.2566,-1.067,
10:37:35:595,-0.9077,-0.2611,-0.5355,0.0181,0.2566,-1.067,
10:37:35:635,-1.137,-0.4295,-0.3713,0.0181,0.2566,-1.067,
10:37:35:638,-1.137,-0.4295,-0.3713,0.1444,0.3054,-0.7281,
10:37:35:661,-1.137,-0.4295,-0.3713,0.1452,0.3763,-0.5934,
10:37:35:665,-1.4893,-0.4748,-0.4894,0.1452,0.3763,-0.5934,
10:37:35:668,-1.4893,-0.4748,-0.4894,0.1452,0.3763,-0.5934,
10:37:35:670,-1.4893,-0.4748,-0.4894,0.1452,0.3763,-0.5934,
10:37:35:672,-1.4893,-0.4748,-0.4894,0.1452,0.3763,-0.5934,
10:37:35:673,-1.4893,-0.4748,-0.4894,0.1452,0.3763,-0.5934,
10:37:35:712,-1.4893,-0.4748,-0.4894,0.2262,0.2415,-0.698,
10:37:35:715,-1.2876,-0.4545,0.3082,0.2262,0.2415,-0.698,
10:37:35:749,-1.2876,-0.4545,0.3082,0.2262,0.2415,-0.698,
10:37:35:752,-1.2876,-0.4545,0.3082,0.2262,0.2415,-0.698,
10:37:35:754,-1.2876,-0.4545,0.3082,0.2262,0.2415,-0.698,
10:37:35:756,-1.2876,-0.4545,0.3082,0.2262,0.2415,-0.698,
10:37:35:790,-1.6524,-0.7695,-0.9245,0.2262,0.2415,-0.698,
10:37:35:792,-1.6524,-0.7695,-0.9245,0.2502,0.3563,-0.7819,
10:37:35:836,-1.6524,-0.7695,-0.9245,0.4417,0.5461,-1.5891,
10:37:35:839,-3.8151,-3.3028,-1.3183,0.4417,0.5461,-1.5891,
10:37:35:841,-3.8151,-3.3028,-1.3183,0.4417,0.5461,-1.5891,
10:37:35:842,-3.8151,-3.3028,-1.3183,0.4417,0.5461,-1.5891,
10:37:35:844,-3.8151,-3.3028,-1.3183,0.4417,0.5461,-1.5891,
10:37:35:846,-3.8151,-3.3028,-1.3183,0.4417,0.5461,-1.5891,
10:37:35:847,-3.8151,-3.3028,-1.3183,0.4417,0.5461,-1.5891,
10:37:35:887,-3.8151,-3.3028,-1.3183,0.7943,0.6797,-2.6226,
10:37:35:889,-5.4962,-5.3119,-2.7218,0.7943,0.6797,-2.6226,
10:37:35:922,-5.4962,-5.3119,-2.7218,0.7943,0.6797,-2.6226,
10:37:35:925,-5.4962,-5.3119,-2.7218,0.7943,0.6797,-2.6226,
10:37:35:926,-5.4962,-5.3119,-2.7218,0.7943,0.6797,-2.6226,
10:37:35:928,-5.4962,-5.3119,-2.7218,0.7943,0.6797,-2.6226,
10:37:35:966,-5.4962,-5.3119,-2.7218,0.6147,1.923,-2.9879,
10:37:35:969,-10.6806,-10.8239,-6.2161,0.6147,1.923,-2.9879,
10:37:35:996,-10.6806,-10.8239,-6.2161,0.6147,1.923,-2.9879,
10:37:35:999,-10.6806,-10.8239,-6.2161,0.6147,1.923,-2.9879,
10:37:36:003,-10.6806,-10.8239,-6.2161,0.6147,1.923,-2.9879,
10:37:36:006,-10.6806,-10.8239,-6.2161,0.6147,1.923,-2.9879,
10:37:36:041,-10.6806,-10.8239,-6.2161,0.3887,2.6206,-2.081,
10:37:36:044,-2.4547,2.1003,-1.7501,0.3887,2.6206,-2.081,
10:37:36:078,-2.4547,2.1003,-1.7501,0.0711,0.3857,-1.1329,
10:37:36:082,-2.8074,1.5728,-1.9102,0.0711,0.3857,-1.1329,
10:37:36:083,-2.8074,1.5728,-1.9102,0.0711,0.3857,-1.1329,
10:37:36:084,-2.8074,1.5728,-1.9102,0.0711,0.3857,-1.1329,
10:37:36:085,-2.8074,1.5728,-1.9102,0.0711,0.3857,-1.1329,
10:37:36:085,-2.8074,1.5728,-1.9102,0.0711,0.3857,-1.1329,
10:37:36:121,-2.8074,1.5728,-1.9102,-0.1643,-2.9765,0.9774,
10:37:36:124,-12.4365,4.1379,-0.346,-0.1643,-2.9765,0.9774,
10:37:36:166,-12.4365,4.1379,-0.346,-0.1643,-2.9765,0.9774,
10:37:36:169,-12.4365,4.1379,-0.346,-0.1643,-2.9765,0.9774,
10:37:36:170,-12.4365,4.1379,-0.346,-0.1643,-2.9765,0.9774,
10:37:36:171,-12.4365,4.1379,-0.346,-0.1643,-2.9765,0.9774,
10:37:36:173,-12.4365,4.1379,-0.346,-0.1643,-2.9765,0.9774,
10:37:36:217,-12.4365,4.1379,-0.346,-0.0898,-2.1832,3.3125,
10:37:36:220,-4.8842,-0.1328,-2.4656,-0.0898,-2.1832,3.3125,
10:37:36:254,-4.8842,-0.1328,-2.4656,-0.0039,-1.3488,4.9447,
10:37:36:256,-4.8842,-0.1328,-2.4656,-0.0039,-1.3488,4.9447,
10:37:36:258,-4.8842,-0.1328,-2.4656,-0.0039,-1.3488,4.9447,
10:37:36:260,-4.8842,-0.1328,-2.4656,-0.0039,-1.3488,4.9447,
10:37:36:262,-4.8842,-0.1328,-2.4656,-0.0039,-1.3488,4.9447,
10:37:36:265,-2.3087,1.101,-2.0717,-0.0039,-1.3488,4.9447,
10:37:36:294,-2.3087,1.101,-2.0717,-0.4555,-0.7937,6.4731,
10:37:36:298,-1.0334,-5.0553,-2.8062,-0.4555,-0.7937,6.4731,
10:37:36:323,-1.0334,-5.0553,-2.8062,-0.4555,-0.7937,6.4731,
10:37:36:327,-1.0334,-5.0553,-2.8062,-0.4555,-0.7937,6.4731,
10:37:36:329,-1.0334,-5.0553,-2.8062,-0.4555,-0.7937,6.4731,
10:37:36:332,-1.0334,-5.0553,-2.8062,-0.4555,-0.7937,6.4731,
10:37:36:372,-1.0334,-5.0553,-2.8062,-1.0321,-0.2484,6.4483,
10:37:36:374,12.5656,-14.6133,-3.7309,-1.0321,-0.2484,6.4483,
10:37:36:410,12.5656,-14.6133,-3.7309,-1.0321,-0.2484,6.4483,
10:37:36:413,12.5656,-14.6133,-3.7309,-1.0321,-0.2484,6.4483,
10:37:36:416,12.5656,-14.6133,-3.7309,-1.0321,-0.2484,6.4483,
10:37:36:418,12.5656,-14.6133,-3.7309,-1.0321,-0.2484,6.4483,
10:37:36:452,12.5656,-14.6133,-3.7309,-0.53,0.9183,1.0682,
10:37:36:456,-3.8037,-7.8669,3.0063,-0.53,0.9183,1.0682,
10:37:36:498,-3.8037,-7.8669,3.0063,-0.4991,-0.8694,-2.4972,
10:37:36:501,-4.8163,-7.3071,3.0235,-0.4991,-0.8694,-2.4972,
10:37:36:503,-4.8163,-7.3071,3.0235,-0.4991,-0.8694,-2.4972,
10:37:36:504,-4.8163,-7.3071,3.0235,-0.4991,-0.8694,-2.4972,
10:37:36:505,-4.8163,-7.3071,3.0235,-0.4991,-0.8694,-2.4972,
10:37:36:506,-4.8163,-7.3071,3.0235,-0.4991,-0.8694,-2.4972,
10:37:36:507,-4.8163,-7.3071,3.0235,-0.4991,-0.8694,-2.4972,
10:37:36:547,-4.8163,-7.3071,3.0235,0.2625,-0.2464,-3.3606,
10:37:36:549,7.9729,-3.0266,5.4256,0.2625,-0.2464,-3.3606,
10:37:36:585,7.9729,-3.0266,5.4256,0.2625,-0.2464,-3.3606,
10:37:36:587,7.9729,-3.0266,5.4256,0.2625,-0.2464,-3.3606,
10:37:36:588,7.9729,-3.0266,5.4256,0.2625,-0.2464,-3.3606,
10:37:36:589,7.9729,-3.0266,5.4256,0.2625,-0.2464,-3.3606,
10:37:36:624,7.9729,-3.0266,5.4256,-0.0238,0.4964,-2.3954,
10:37:36:627,0.8758,-0.0536,0.4747,-0.0238,0.4964,-2.3954,
10:37:36:653,0.2222,-0.083,0.4619,-0.0238,0.4964,-2.3954,
10:37:36:655,0.2222,-0.083,0.4619,-0.0108,0.3604,-1.0495,
10:37:36:656,0.2222,-0.083,0.4619,-0.0108,0.3604,-1.0495,
10:37:36:657,0.2222,-0.083,0.4619,-0.0108,0.3604,-1.0495,
10:37:36:658,0.2222,-0.083,0.4619,-0.0108,0.3604,-1.0495,
10:37:36:658,0.2222,-0.083,0.4619,-0.0108,0.3604,-1.0495,
10:37:36:703,-0.5986,0.2858,-0.5537,-0.0108,0.3604,-1.0495,
10:37:36:707,-0.5986,0.2858,-0.5537,0.1354,0.3417,-0.3938,
10:37:36:740,-0.5986,0.2858,-0.5537,0.1354,0.3417,-0.3938,
10:37:36:742,-0.5986,0.2858,-0.5537,0.1354,0.3417,-0.3938,
10:37:36:744,-0.5986,0.2858,-0.5537,0.1354,0.3417,-0.3938,
10:37:36:746,-0.5986,0.2858,-0.5537,0.1354,0.3417,-0.3938,
10:37:36:780,-0.5986,0.2858,-0.5537,0.2144,0.3172,-0.272,
10:37:36:782,-0.5681,0.2717,-0.3786,0.2144,0.3172,-0.272,
10:37:36:827,-0.5681,0.2717,-0.3786,0.1765,0.3877,-0.5262,
10:37:36:830,-1.0438,-0.1825,-0.1295,0.1765,0.3877,-0.5262,
10:37:36:831,-1.0438,-0.1825,-0.1295,0.1765,0.3877,-0.5262,
10:37:36:833,-1.0438,-0.1825,-0.1295,0.1765,0.3877,-0.5262,
10:37:36:833,-1.0438,-0.1825,-0.1295,0.1765,0.3877,-0.5262,
10:37:36:834,-1.0438,-0.1825,-0.1295,0.1765,0.3877,-0.5262,
10:37:36:835,-1.0438,-0.1825,-0.1295,0.1765,0.3877,-0.5262,
10:37:36:878,-1.0438,-0.1825,-0.1295,0.1537,0.3616,-1.2201,
10:37:36:880,-1.5409,-0.6777,-0.8794,0.1537,0.3616,-1.2201,
10:37:36:904,-1.5409,-0.6777,-0.8794,0.1537,0.3616,-1.2201,
10:37:36:908,-1.5409,-0.6777,-0.8794,0.1537,0.3616,-1.2201,
10:37:36:909,-1.5409,-0.6777,-0.8794,0.1537,0.3616,-1.2201,
10:37:36:914,-1.5409,-0.6777,-0.8794,0.1537,0.3616,-1.2201,
10:37:36:955,-1.5409,-0.6777,-0.8794,0.4042,0.4977,-1.7238,
10:37:36:957,-3.6861,-2.931,-0.5676,0.4042,0.4977,-1.7238,
10:37:36:983,-3.6861,-2.931,-0.5676,0.4042,0.4977,-1.7238,
10:37:36:985,-3.6861,-2.931,-0.5676,0.4042,0.4977,-1.7238,
10:37:36:986,-3.6861,-2.931,-0.5676,0.4042,0.4977,-1.7238,
10:37:36:987,-3.6861,-2.931,-0.5676,0.4042,0.4977,-1.7238,
10:37:37:033,-3.6861,-2.931,-0.5676,0.7906,0.4512,-2.5958,
10:37:37:034,-5.8715,-6.3388,-4.6524,0.7906,0.4512,-2.5958,
10:37:37:070,-5.8715,-6.3388,-4.6524,0.9161,1.236,-3.0535,
10:37:37:072,-7.3416,-7.1015,-5.4021,0.9161,1.236,-3.0535,
10:37:37:073,-7.3416,-7.1015,-5.4021,0.9161,1.236,-3.0535,
10:37:37:073,-7.3416,-7.1015,-5.4021,0.9161,1.236,-3.0535,
10:37:37:074,-7.3416,-7.1015,-5.4021,0.9161,1.236,-3.0535,
10:37:37:075,-7.3416,-7.1015,-5.4021,0.9161,1.236,-3.0535,
10:37:37:109,-7.3416,-7.1015,-5.4021,0.1077,2.3376,-3.1557,
10:37:37:111,-12.3948,-15.5156,-10.3399,0.1077,2.3376,-3.1557,
10:37:37:145,-12.3948,-15.5156,-10.3399,0.1077,2.3376,-3.1557,
10:37:37:148,-12.3948,-15.5156,-10.3399,0.1077,2.3376,-3.1557,
10:37:37:150,-12.3948,-15.5156,-10.3399,0.1077,2.3376,-3.1557,
10:37:37:152,-12.3948,-15.5156,-10.3399,0.1077,2.3376,-3.1557,
10:37:37:187,-12.3948,-15.5156,-10.3399,-0.2038,1.9939,-1.2042,
10:37:37:191,-7.2833,-0.2268,-3.3131,-0.2038,1.9939,-1.2042,
10:37:37:229,-7.2833,-0.2268,-3.3131,-0.6501,-0.6564,1.1321,
10:37:37:231,-7.2833,-0.2268,-3.3131,-0.6501,-0.6564,1.1321,
10:37:37:233,-7.2833,-0.2268,-3.3131,-0.6501,-0.6564,1.1321,
10:37:37:234,-7.2833,-0.2268,-3.3131,-0.6501,-0.6564,1.1321,
10:37:37:235,-7.2833,-0.2268,-3.3131,-0.6501,-0.6564,1.1321,
10:37:37:236,-7.2833,-0.2268,-3.3131,-0.6501,-0.6564,1.1321,
10:37:37:237,-14.5279,2.032,0.3881,-0.6501,-0.6564,1.1321,
10:37:37:284,-14.5279,2.032,0.3881,-0.8094,-2.7456,2.5742,
10:37:37:288,-6.9001,4.143,0.3857,-0.8094,-2.7456,2.5742,
10:37:37:323,-6.9001,4.143,0.3857,-0.8094,-2.7456,2.5742,
10:37:37:326,-6.9001,4.143,0.3857,-0.8094,-2.7456,2.5742,
10:37:37:328,-6.9001,4.143,0.3857,-0.8094,-2.7456,2.5742,
10:37:37:331,-6.9001,4.143,0.3857,-0.8094,-2.7456,2.5742,
10:37:37:362,-4.8961,1.3766,0.53,-0.8094,-2.7456,2.5742,
10:37:37:365,-4.8961,1.3766,0.53,-0.2987,-2.3416,4.5538,
10:37:37:403,-4.8961,1.3766,0.53,-0.1847,-1.1146,6.1013,
10:37:37:406,-4.8961,1.3766,0.53,-0.1847,-1.1146,6.1013,
10:37:37:407,-4.8961,1.3766,0.53,-0.1847,-1.1146,6.1013,
10:37:37:409,-4.8961,1.3766,0.53,-0.1847,-1.1146,6.1013,
10:37:37:411,-4.8961,1.3766,0.53,-0.1847,-1.1146,6.1013,
10:37:37:413,-4.8961,1.3766,0.53,-0.1847,-1.1146,6.1013,
10:37:37:415,0.6151,-3.3985,-1.562,-0.1847,-1.1146,6.1013,
10:37:37:460,0.6151,-3.3985,-1.562,-0.7059,-0.4683,6.8474,
10:37:37:462,8.2096,-13.0326,-1.1891,-0.7059,-0.4683,6.8474,
10:37:37:508,8.2096,-13.0326,-1.1891,-0.7059,-0.4683,6.8474,
10:37:37:511,8.2096,-13.0326,-1.1891,-0.7059,-0.4683,6.8474,
10:37:37:513,8.2096,-13.0326,-1.1891,-0.7059,-0.4683,6.8474,
10:37:37:516,8.2096,-13.0326,-1.1891,-0.7059,-0.4683,6.8474,
10:37:37:537,24.6369,-14.6089,1.1113,-0.7059,-0.4683,6.8474,
10:37:37:541,24.6369,-14.6089,1.1113,-0.6489,-0.766,3.0347,
10:37:37:577,24.6369,-14.6089,1.1113,-0.2425,-1.3748,-2.4011,
10:37:37:580,24.6369,-14.6089,1.1113,-0.2425,-1.3748,-2.4011,
10:37:37:582,24.6369,-14.6089,1.1113,-0.2425,-1.3748,-2.4011,
10:37:37:584,24.6369,-14.6089,1.1113,-0.2425,-1.3748,-2.4011,
10:37:37:585,24.6369,-14.6089,1.1113,-0.2425,-1.3748,-2.4011,
10:37:37:588,24.6369,-14.6089,1.1113,-0.2425,-1.3748,-2.4011,
10:37:37:590,13.3016,-7.5925,0.8626,-0.2425,-1.3748,-2.4011,
10:37:37:634,13.3016,-7.5925,0.8626,0.0128,-0.2818,-2.6275,
10:37:37:637,0.2199,-1.2052,3.1613,0.0128,-0.2818,-2.6275,
10:37:37:664,0.2199,-1.2052,3.1613,0.0128,-0.2818,-2.6275,
10:37:37:667,0.2199,-1.2052,3.1613,0.0128,-0.2818,-2.6275,
10:37:37:668,0.2199,-1.2052,3.1613,0.0128,-0.2818,-2.6275,
10:37:37:669,0.2199,-1.2052,3.1613,0.0128,-0.2818,-2.6275,
10:37:37:712,8.077,-4.9144,-1.2391,0.0128,-0.2818,-2.6275,
10:37:37:715,8.077,-4.9144,-1.2391,-0.5549,0.0298,-3.1639,
10:37:37:753,8.077,-4.9144,-1.2391,-0.1798,0.8377,-1.5622,
10:37:37:757,0.499,0.38,-0.0772,-0.1798,0.8377,-1.5622,
10:37:37:760,0.499,0.38,-0.0772,-0.1798,0.8377,-1.5622,
10:37:37:763,0.499,0.38,-0.0772,-0.1798,0.8377,-1.5622,
10:37:37:765,0.499,0.38,-0.0772,-0.1798,0.8377,-1.5622,
10:37:37:767,0.499,0.38,-0.0772,-0.1798,0.8377,-1.5622,
10:37:37:768,0.499,0.38,-0.0772,-0.1798,0.8377,-1.5622,
10:37:37:810,0.499,0.38,-0.0772,-0.023,0.3796,-0.9945,
10:37:37:814,-0.4923,-0.022,-0.4605,-0.023,0.3796,-0.9945,
10:37:37:841,-0.4923,-0.022,-0.4605,-0.023,0.3796,-0.9945,
10:37:37:845,-0.4923,-0.022,-0.4605,-0.023,0.3796,-0.9945,
10:37:37:848,-0.4923,-0.022,-0.4605,-0.023,0.3796,-0.9945,
10:37:37:852,-0.4923,-0.022,-0.4605,-0.023,0.3796,-0.9945,
10:37:37:887,-0.4923,-0.022,-0.4605,0.0503,0.3111,-0.7852,
10:37:37:890,-0.862,0.0725,-0.2578,0.0503,0.3111,-0.7852,
10:37:37:923,-0.862,0.0725,-0.2578,0.0503,0.3111,-0.7852,
10:37:37:925,-0.862,0.0725,-0.2578,0.0503,0.3111,-0.7852,
10:37:37:928,-0.862,0.0725,-0.2578,0.0503,0.3111,-0.7852,
10:37:37:930,-0.862,0.0725,-0.2578,0.0503,0.3111,-0.7852,
10:37:37:965,-0.862,0.0725,-0.2578,0.0014,0.2814,-0.7921,
10:37:37:970,-0.3416,-0.038,0.4999,0.0014,0.2814,-0.7921,
10:37:38:010,-0.3416,-0.038,0.4999,-0.0368,0.2269,-0.8291,
10:37:38:014,-0.8176,-0.1386,0.4854,-0.0368,0.2269,-0.8291,
10:37:38:016,-0.8176,-0.1386,0.4854,-0.0368,0.2269,-0.8291,
10:37:38:023,-0.8176,-0.1386,0.4854,-0.0368,0.2269,-0.8291,
10:37:38:025,-0.8176,-0.1386,0.4854,-0.0368,0.2269,-0.8291,
10:37:38:027,-0.8176,-0.1386,0.4854,-0.0368,0.2269,-0.8291,
10:37:38:028,-0.8176,-0.1386,0.4854,-0.0368,0.2269,-0.8291,
10:37:38:061,-0.8176,-0.1386,0.4854,0.0381,0.2672,-0.9411,
10:37:38:063,-1.3104,-0.6835,-0.5069,0.0381,0.2672,-0.9411,
10:37:38:087,-1.3104,-0.6835,-0.5069,0.0381,0.2672,-0.9411,
10:37:38:089,-1.3104,-0.6835,-0.5069,0.0381,0.2672,-0.9411,
10:37:38:091,-1.3104,-0.6835,-0.5069,0.0381,0.2672,-0.9411,
10:37:38:094,-1.3104,-0.6835,-0.5069,0.0381,0.2672,-0.9411,
10:37:38:139,-1.3104,-0.6835,-0.5069,0.317,0.551,-1.6668,
10:37:38:141,-3.4699,-4.4152,-2.2364,0.317,0.551,-1.6668,
10:37:38:172,-3.4699,-4.4152,-2.2364,0.752,0.5645,-2.6397,
10:37:38:175,-4.8095,-4.9176,-2.7184,0.752,0.5645,-2.6397,
10:37:38:178,-4.8095,-4.9176,-2.7184,0.752,0.5645,-2.6397,
10:37:38:180,-4.8095,-4.9176,-2.7184,0.752,0.5645,-2.6397,
10:37:38:182,-4.8095,-4.9176,-2.7184,0.752,0.5645,-2.6397,
10:37:38:184,-4.8095,-4.9176,-2.7184,0.752,0.5645,-2.6397,
10:37:38:217,-4.8095,-4.9176,-2.7184,0.6404,1.6135,-2.9847,
10:37:38:220,-8.5044,-9.4887,-4.4541,0.6404,1.6135,-2.9847,
10:37:38:261,-8.5044,-9.4887,-4.4541,0.6404,1.6135,-2.9847,
10:37:38:265,-8.5044,-9.4887,-4.4541,0.6404,1.6135,-2.9847,
10:37:38:267,-8.5044,-9.4887,-4.4541,0.6404,1.6135,-2.9847,
10:37:38:270,-8.5044,-9.4887,-4.4541,0.6404,1.6135,-2.9847,
10:37:38:271,-8.5044,-9.4887,-4.4541,0.6404,1.6135,-2.9847,
10:37:38:314,-8.5044,-9.4887,-4.4541,0.0193,2.1327,-2.4711,
10:37:38:317,-2.2327,2.4084,-1.6646,0.0193,2.1327,-2.4711,
10:37:38:348,-2.5463,1.9486,-2.2199,0.0193,2.1327,-2.4711,
10:37:38:352,-2.5463,1.9486,-2.2199,-0.4657,1.7015,-0.9599,
10:37:38:354,-2.5463,1.9486,-2.2199,-0.4657,1.7015,-0.9599,
10:37:38:355,-2.5463,1.9486,-2.2199,-0.4657,1.7015,-0.9599,
10:37:38:357,-2.5463,1.9486,-2.2199,-0.4657,1.7015,-0.9599,
10:37:38:359,-2.5463,1.9486,-2.2199,-0.4657,1.7015,-0.9599,
10:37:38:393,-2.5463,1.9486,-2.2199,-0.8973,-0.2484,1.4542,
10:37:38:397,-15.106,3.7878,0.5864,-0.8973,-0.2484,1.4542,
10:37:38:436,-15.106,3.7878,0.5864,-0.8973,-0.2484,1.4542,
10:37:38:441,-15.106,3.7878,0.5864,-0.8973,-0.2484,1.4542,
10:37:38:445,-15.106,3.7878,0.5864,-0.8973,-0.2484,1.4542,
10:37:38:451,-15.106,3.7878,0.5864,-0.8973,-0.2484,1.4542,
10:37:38:471,-15.106,3.7878,0.5864,-0.9491,-1.9209,3.1459,
10:37:38:475,-6.645,3.1996,0.6917,-0.9491,-1.9209,3.1459,
10:37:38:506,-6.645,3.1996,0.6917,-0.9491,-1.9209,3.1459,
10:37:38:509,-6.645,3.1996,0.6917,-0.9491,-1.9209,3.1459,
10:37:38:511,-6.645,3.1996,0.6917,-0.9491,-1.9209,3.1459,
10:37:38:514,-6.645,3.1996,0.6917,-0.9491,-1.9209,3.1459,
10:37:38:548,-6.645,3.1996,0.6917,-0.5891,-1.7837,4.8783,
10:37:38:551,-3.1096,-5.5437,-1.8577,-0.5891,-1.7837,4.8783,
10:37:38:590,-3.1096,-5.5437,-1.8577,-0.5793,-1.0063,6.3709,
10:37:38:593,-3.1096,-5.5437,-1.8577,-0.5793,-1.0063,6.3709,
10:37:38:595,-3.1096,-5.5437,-1.8577,-0.5793,-1.0063,6.3709,
10:37:38:597,-3.1096,-5.5437,-1.8577,-0.5793,-1.0063,6.3709,
10:37:38:598,-3.1096,-5.5437,-1.8577,-0.5793,-1.0063,6.3709,
10:37:38:600,-3.1096,-5.5437,-1.8577,-0.5793,-1.0063,6.3709,
10:37:38:601,0.5047,-5.1629,-1.4399,-0.5793,-1.0063,6.3709,
10:37:38:644,0.5047,-5.1629,-1.4399,-0.8599,-1.1492,6.4238,
10:37:38:647,11.8243,-16.0017,-1.6931,-0.8599,-1.1492,6.4238,
10:37:38:680,11.8243,-16.0017,-1.6931,-0.8599,-1.1492,6.4238,
10:37:38:683,11.8243,-16.0017,-1.6931,-0.8599,-1.1492,6.4238,
10:37:38:684,11.8243,-16.0017,-1.6931,-0.8599,-1.1492,6.4238,
10:37:38:686,11.8243,-16.0017,-1.6931,-0.8599,-1.1492,6.4238,
10:37:38:722,11.8243,-16.0017,-1.6931,-0.5703,-0.858,1.3439,
10:37:38:725,4.4588,-6.768,3.1139,-0.5703,-0.858,1.3439,
10:37:38:748,4.4588,-6.768,3.1139,-0.2906,-0.9517,-2.7774,
10:37:38:751,4.4588,-6.768,3.1139,-0.2906,-0.9517,-2.7774,
10:37:38:752,4.4588,-6.768,3.1139,-0.2906,-0.9517,-2.7774,
10:37:38:753,4.4588,-6.768,3.1139,-0.2906,-0.9517,-2.7774,
10:37:38:754,4.4588,-6.768,3.1139,-0.2906,-0.9517,-2.7774,
10:37:38:755,3.1413,-6.0142,2.9622,-0.2906,-0.9517,-2.7774,
10:37:38:799,3.1413,-6.0142,2.9622,-0.1415,0.1531,-3.4994,
10:37:38:801,7.7878,-3.7716,-1.5492,-0.1415,0.1531,-3.4994,
10:37:38:835,7.7878,-3.7716,-1.5492,-0.1415,0.1531,-3.4994,
10:37:38:839,7.7878,-3.7716,-1.5492,-0.1415,0.1531,-3.4994,
10:37:38:841,7.7878,-3.7716,-1.5492,-0.1415,0.1531,-3.4994,
10:37:38:843,7.7878,-3.7716,-1.5492,-0.1415,0.1531,-3.4994,
