time,ax,ay,az,wx,wy,wz,Unnamed: 10
10:34:46:359,0.0,0.0,0.0,0.0,0.0,0.0,
10:34:46:360,0.0,0.0,0.0,0.0,0.0,0.0,
10:34:46:360,0.0,0.0,0.0,0.0,0.0,0.0,
10:34:46:361,0.0,0.0,0.0,0.0,0.0,0.0,
10:34:46:447,0.0,0.0,0.0,0.0,0.0,0.0,
10:34:46:449,0.0,0.0,0.0,0.0,0.0,0.0,
10:34:46:451,0.0,0.0,0.0,0.0,0.0,0.0,
10:34:46:452,0.0,0.0,0.0,0.0,0.0,0.0,
10:34:46:453,0.0,0.0,0.0,0.0,0.0,0.0,
10:34:46:454,0.0,0.0,0.0,0.0051,-0.0057,0.0004,
10:34:46:457,-0.0035,0.0042,0.0285,0.0051,-0.0057,0.0004,
10:34:46:503,-0.0035,0.0042,0.0285,0.0051,-0.0057,0.0004,
10:34:46:505,-0.0035,0.0042,0.0285,0.0051,-0.0057,0.0004,
10:34:46:506,-0.0035,0.0042,0.0285,0.0051,-0.0057,0.0004,
10:34:46:509,-0.0035,0.0042,0.0285,0.0063,-0.0118,0.0077,
10:34:46:511,-0.0188,-0.0085,0.0123,0.0063,-0.0118,0.0077,
10:34:46:561,-0.0188,-0.0085,0.0123,0.0063,-0.0118,0.0077,
10:34:46:564,-0.0188,-0.0085,0.0123,0.0063,-0.0118,0.0077,
10:34:46:566,-0.0188,-0.0085,0.0123,0.0063,-0.0118,0.0077,
10:34:46:567,-0.0188,-0.0085,0.0123,0.0214,-0.004,0.0122,
10:34:46:568,-0.0273,-0.0126,-0.0525,0.0214,-0.004,0.0122,
10:34:46:618,-0.0273,-0.0126,-0.0525,0.0214,-0.004,0.0122,
10:34:46:620,-0.0273,-0.0126,-0.0525,0.0214,-0.004,0.0122,
10:34:46:621,-0.0273,-0.0126,-0.0525,0.0214,-0.004,0.0122,
10:34:46:622,-0.0273,-0.0126,-0.0525,-0.0148,0.0037,0.0448,
10:34:46:625,0.0553,0.0601,0.091,-0.0148,0.0037,0.0448,
10:34:46:680,0.0553,0.0601,0.091,-0.0148,0.0037,0.0448,
10:34:46:682,0.0553,0.0601,0.091,-0.0148,0.0037,0.0448,
10:34:46:684,0.0553,0.0601,0.091,-0.0148,0.0037,0.0448,
10:34:46:685,0.0553,0.0601,0.091,-0.0014,0.0021,0.0867,
10:34:46:686,-0.0182,0.0357,-0.0851,-0.0014,0.0021,0.0867,
10:34:46:735,-0.0182,0.0357,-0.0851,-0.0014,0.0021,0.0867,
10:34:46:737,-0.0182,0.0357,-0.0851,-0.0014,0.0021,0.0867,
10:34:46:738,-0.0182,0.0357,-0.0851,-0.0014,0.0021,0.0867,
10:34:46:739,-0.0182,0.0357,-0.0851,0.0112,-0.0049,0.0993,
10:34:46:739,0.0674,-0.0424,0.0859,0.0112,-0.0049,0.0993,
10:34:46:797,0.0674,-0.0424,0.0859,0.0112,-0.0049,0.0993,
10:34:46:799,0.0674,-0.0424,0.0859,0.0112,-0.0049,0.0993,
10:34:46:801,0.0674,-0.0424,0.0859,0.0112,-0.0049,0.0993,
10:34:46:802,0.0674,-0.0424,0.0859,0.0075,0.0053,0.1002,
10:34:46:803,-0.0041,0.0019,-0.1222,0.0075,0.0053,0.1002,
10:34:46:853,-0.0041,0.0019,-0.1222,0.0075,0.0053,0.1002,
10:34:46:855,-0.0041,0.0019,-0.1222,0.0075,0.0053,0.1002,
10:34:46:856,-0.0041,0.0019,-0.1222,0.0075,0.0053,0.1002,
10:34:46:858,-0.0041,0.0019,-0.1222,0.0377,0.0037,-0.0037,
10:34:46:859,-0.0325,-0.1416,0.0123,0.0377,0.0037,-0.0037,
10:34:46:910,-0.0325,-0.1416,0.0123,0.0377,0.0037,-0.0037,
10:34:46:912,-0.0325,-0.1416,0.0123,0.0377,0.0037,-0.0037,
10:34:46:914,-0.0325,-0.1416,0.0123,0.0377,0.0037,-0.0037,
10:34:46:915,-0.0325,-0.1416,0.0123,0.0153,-0.015,-0.0554,
10:34:46:917,-0.0172,0.008,-0.0252,0.0153,-0.015,-0.0554,
10:34:46:968,-0.0172,0.008,-0.0252,0.0153,-0.015,-0.0554,
10:34:46:970,-0.0172,0.008,-0.0252,0.0153,-0.015,-0.0554,
10:34:46:971,-0.0172,0.008,-0.0252,0.0153,-0.015,-0.0554,
10:34:46:972,-0.0172,0.008,-0.0252,0.0079,-0.0118,-0.0191,
10:34:46:973,-0.0049,-0.0099,0.0393,0.0079,-0.0118,-0.0191,
10:34:47:030,-0.0049,-0.0099,0.0393,0.0079,-0.0118,-0.0191,
10:34:47:032,-0.0049,-0.0099,0.0393,0.0079,-0.0118,-0.0191,
10:34:47:034,-0.0049,-0.0099,0.0393,0.0079,-0.0118,-0.0191,
10:34:47:037,-0.0049,-0.0099,0.0393,0.0438,-0.024,-0.0126,
10:34:47:039,-0.0252,0.0396,-0.0713,0.0438,-0.024,-0.0126,
10:34:47:084,-0.0252,0.0396,-0.0713,0.0438,-0.024,-0.0126,
10:34:47:086,-0.0252,0.0396,-0.0713,0.0438,-0.024,-0.0126,
10:34:47:087,-0.0252,0.0396,-0.0713,0.0438,-0.024,-0.0126,
10:34:47:087,-0.0252,0.0396,-0.0713,0.0531,-0.0004,0.0028,
10:34:47:088,0.0123,-0.019,-0.0068,0.0531,-0.0004,0.0028,
10:34:47:142,0.0123,-0.019,-0.0068,0.0531,-0.0004,0.0028,
10:34:47:145,0.0123,-0.019,-0.0068,0.0531,-0.0004,0.0028,
10:34:47:147,0.0123,-0.019,-0.0068,0.0531,-0.0004,0.0028,
10:34:47:148,0.0123,-0.019,-0.0068,0.0719,-0.0615,0.0362,
10:34:47:150,0.061,0.064,0.0772,0.0719,-0.0615,0.0362,
10:34:47:201,0.061,0.064,0.0772,0.0719,-0.0615,0.0362,
10:34:47:203,0.061,0.064,0.0772,0.0719,-0.0615,0.0362,
10:34:47:204,0.061,0.064,0.0772,0.0719,-0.0615,0.0362,
10:34:47:206,0.061,0.064,0.0772,0.1183,-0.1193,0.0171,
10:34:47:208,-0.0674,-0.0478,-0.0762,0.1183,-0.1193,0.0171,
10:34:47:263,-0.0674,-0.0478,-0.0762,0.1183,-0.1193,0.0171,
10:34:47:266,-0.0674,-0.0478,-0.0762,0.1183,-0.1193,0.0171,
10:34:47:268,-0.0674,-0.0478,-0.0762,0.1183,-0.1193,0.0171,
10:34:47:270,-0.0674,-0.0478,-0.0762,0.0548,-0.103,0.055,
10:34:47:272,0.0495,0.033,-0.0131,0.0548,-0.103,0.055,
10:34:47:319,0.0495,0.033,-0.0131,0.0548,-0.103,0.055,
10:34:47:321,0.0495,0.033,-0.0131,0.0548,-0.103,0.055,
10:34:47:321,0.0495,0.033,-0.0131,0.0548,-0.103,0.055,
10:34:47:322,0.0495,0.033,-0.0131,0.0153,-0.0036,0.0729,
10:34:47:326,-0.018,0.0865,-0.0029,0.0153,-0.0036,0.0729,
10:34:47:377,-0.018,0.0865,-0.0029,-0.0173,-0.0004,-0.0025,
10:34:47:381,0.0095,-0.2282,-0.0499,-0.0173,-0.0004,-0.0025,
10:34:47:406,0.0095,-0.2282,-0.0499,-0.0173,-0.0004,-0.0025,
10:34:47:412,0.0095,-0.2282,-0.0499,-0.0173,-0.0004,-0.0025,
10:34:47:415,0.0095,-0.2282,-0.0499,-0.0173,-0.0004,-0.0025,
10:34:47:416,0.0095,-0.2282,-0.0499,-0.0173,-0.0004,-0.0025,
10:34:47:454,0.0095,-0.2282,-0.0499,0.0365,-0.125,0.0285,
10:34:47:456,0.0564,0.1471,0.0785,0.0365,-0.125,0.0285,
10:34:47:494,0.0564,0.1471,0.0785,0.0662,-0.1934,0.0537,
10:34:47:496,0.0564,0.1471,0.0785,0.0662,-0.1934,0.0537,
10:34:47:499,0.0564,0.1471,0.0785,0.0662,-0.1934,0.0537,
10:34:47:501,0.0564,0.1471,0.0785,0.0662,-0.1934,0.0537,
10:34:47:502,0.0564,0.1471,0.0785,0.0662,-0.1934,0.0537,
10:34:47:503,0.0564,0.1471,0.0785,0.0662,-0.1934,0.0537,
10:34:47:505,0.0849,0.1428,0.0469,0.0662,-0.1934,0.0537,
10:34:47:550,0.0849,0.1428,0.0469,0.0462,-0.2761,0.0366,
10:34:47:552,0.0076,0.1144,0.0288,0.0462,-0.2761,0.0366,
10:34:47:581,0.0076,0.1144,0.0288,0.0462,-0.2761,0.0366,
10:34:47:584,0.0076,0.1144,0.0288,0.0462,-0.2761,0.0366,
10:34:47:585,0.0076,0.1144,0.0288,0.0462,-0.2761,0.0366,
10:34:47:587,0.0076,0.1144,0.0288,0.0462,-0.2761,0.0366,
10:34:47:633,0.0253,-0.005,-0.0817,0.0462,-0.2761,0.0366,
10:34:47:634,0.0253,-0.005,-0.0817,0.0645,-0.2077,0.0619,
10:34:47:659,0.0253,-0.005,-0.0817,-0.0637,0.0314,-0.0257,
10:34:47:662,0.0253,-0.005,-0.0817,-0.0637,0.0314,-0.0257,
10:34:47:665,0.0253,-0.005,-0.0817,-0.0637,0.0314,-0.0257,
10:34:47:667,0.0253,-0.005,-0.0817,-0.0637,0.0314,-0.0257,
10:34:47:668,0.0253,-0.005,-0.0817,-0.0637,0.0314,-0.0257,
10:34:47:670,0.0098,-0.0064,-0.0444,-0.0637,0.0314,-0.0257,
10:34:47:707,-0.1363,-0.2063,-0.0092,-0.0637,0.0314,-0.0257,
10:34:47:710,-0.1363,-0.2063,-0.0092,-0.0026,-0.2146,-0.0701,
10:34:47:748,-0.1363,-0.2063,-0.0092,-0.0026,-0.2146,-0.0701,
10:34:47:752,-0.1363,-0.2063,-0.0092,-0.0026,-0.2146,-0.0701,
10:34:47:753,-0.1363,-0.2063,-0.0092,-0.0026,-0.2146,-0.0701,
10:34:47:754,-0.1363,-0.2063,-0.0092,-0.0026,-0.2146,-0.0701,
10:34:47:754,-0.1363,-0.2063,-0.0092,-0.0026,-0.2146,-0.0701,
10:34:47:803,-0.1363,-0.2063,-0.0092,-0.0454,-0.0383,-0.0253,
10:34:47:805,0.1177,0.2196,0.001,-0.0454,-0.0383,-0.0253,
10:34:47:833,0.1177,0.2196,0.001,-0.1224,0.0802,-0.0538,
10:34:47:835,0.0823,0.2071,0.0651,-0.1224,0.0802,-0.0538,
10:34:47:836,0.0823,0.2071,0.0651,-0.1224,0.0802,-0.0538,
10:34:47:837,0.0823,0.2071,0.0651,-0.1224,0.0802,-0.0538,
10:34:47:838,0.0823,0.2071,0.0651,-0.1224,0.0802,-0.0538,
10:34:47:839,0.0823,0.2071,0.0651,-0.1224,0.0802,-0.0538,
10:34:47:881,0.0823,0.2071,0.0651,-0.1435,0.1466,-0.0525,
10:34:47:883,-0.035,-0.1188,0.0439,-0.1435,0.1466,-0.0525,
10:34:47:922,-0.035,-0.1188,0.0439,-0.1435,0.1466,-0.0525,
10:34:47:925,-0.035,-0.1188,0.0439,-0.1435,0.1466,-0.0525,
10:34:47:930,-0.035,-0.1188,0.0439,-0.1435,0.1466,-0.0525,
10:34:47:932,-0.035,-0.1188,0.0439,-0.1435,0.1466,-0.0525,
10:34:47:933,-0.035,-0.1188,0.0439,-0.1435,0.1466,-0.0525,
10:34:47:980,-0.0693,-0.0976,0.0793,-0.1435,0.1466,-0.0525,
10:34:47:981,-0.0693,-0.0976,0.0793,-0.0882,0.1702,0.0745,
10:34:47:987,-0.0693,-0.0976,0.0793,-0.0882,0.1702,0.0745,
10:34:47:989,-0.0693,-0.0976,0.0793,-0.0882,0.1702,0.0745,
10:34:47:990,-0.0693,-0.0976,0.0793,-0.0882,0.1702,0.0745,
10:34:48:036,-0.0693,-0.0976,0.0793,-0.0287,0.0652,-0.002,
10:34:48:037,-0.0619,-0.1159,-0.1702,-0.0287,0.0652,-0.002,
10:34:48:076,-0.0619,-0.1159,-0.1702,-0.0462,-0.0268,-0.0419,
10:34:48:077,-0.0619,-0.1159,-0.1702,-0.0462,-0.0268,-0.0419,
10:34:48:080,-0.0619,-0.1159,-0.1702,-0.0462,-0.0268,-0.0419,
10:34:48:081,-0.0619,-0.1159,-0.1702,-0.0462,-0.0268,-0.0419,
10:34:48:082,-0.0619,-0.1159,-0.1702,-0.0462,-0.0268,-0.0419,
10:34:48:082,-0.0619,-0.1159,-0.1702,-0.0462,-0.0268,-0.0419,
10:34:48:084,-0.0824,-0.1151,-0.1377,-0.0462,-0.0268,-0.0419,
10:34:48:133,-0.0824,-0.1151,-0.1377,-0.0254,-0.0297,-0.0497,
10:34:48:136,0.0301,0.0261,0.1246,-0.0254,-0.0297,-0.0497,
10:34:48:164,0.0301,0.0261,0.1246,-0.0254,-0.0297,-0.0497,
10:34:48:166,0.0301,0.0261,0.1246,-0.0254,-0.0297,-0.0497,
10:34:48:168,0.0301,0.0261,0.1246,-0.0254,-0.0297,-0.0497,
10:34:48:170,0.0301,0.0261,0.1246,-0.0254,-0.0297,-0.0497,
10:34:48:214,0.0301,0.0261,0.1246,-0.0279,-0.0297,-0.0025,
10:34:48:216,-0.0148,-0.1635,-0.1252,-0.0279,-0.0297,-0.0025,
10:34:48:250,-0.0148,-0.1635,-0.1252,-0.0523,-0.0472,-0.0656,
10:34:48:254,-0.0148,-0.1635,-0.1252,-0.0523,-0.0472,-0.0656,
10:34:48:256,-0.0148,-0.1635,-0.1252,-0.0523,-0.0472,-0.0656,
10:34:48:258,-0.0148,-0.1635,-0.1252,-0.0523,-0.0472,-0.0656,
10:34:48:261,-0.0148,-0.1635,-0.1252,-0.0523,-0.0472,-0.0656,
10:34:48:263,-0.0148,-0.1635,-0.1252,-0.0523,-0.0472,-0.0656,
10:34:48:266,-0.0494,-0.1632,-0.09,-0.0523,-0.0472,-0.0656,
10:34:48:310,-0.0494,-0.1632,-0.09,-0.0267,-0.0391,-0.0305,
10:34:48:312,0.0329,0.0414,0.1439,-0.0267,-0.0391,-0.0305,
10:34:48:338,0.0329,0.0414,0.1439,-0.0267,-0.0391,-0.0305,
10:34:48:340,0.0329,0.0414,0.1439,-0.0267,-0.0391,-0.0305,
10:34:48:341,0.0329,0.0414,0.1439,-0.0267,-0.0391,-0.0305,
10:34:48:343,0.0329,0.0414,0.1439,-0.0267,-0.0391,-0.0305,
10:34:48:386,0.0329,0.0414,0.1439,-0.0519,-0.0737,0.0346,
10:34:48:389,-0.0411,-0.0042,0.0884,-0.0519,-0.0737,0.0346,
10:34:48:426,-0.0033,-0.0031,0.1201,-0.0519,-0.0737,0.0346,
10:34:48:429,-0.0033,-0.0031,0.1201,-0.0776,-0.0468,0.0627,
10:34:48:432,-0.0033,-0.0031,0.1201,-0.0776,-0.0468,0.0627,
10:34:48:434,-0.0033,-0.0031,0.1201,-0.0776,-0.0468,0.0627,
10:34:48:436,-0.0033,-0.0031,0.1201,-0.0776,-0.0468,0.0627,
10:34:48:437,-0.0033,-0.0031,0.1201,-0.0776,-0.0468,0.0627,
10:34:48:439,-0.0033,-0.0031,0.1201,-0.0776,-0.0468,0.0627,
10:34:48:483,-0.0033,-0.0031,0.1201,-0.0934,-0.037,0.0171,
10:34:48:485,-0.0336,-0.0659,-0.0846,-0.0934,-0.037,0.0171,
10:34:48:512,-0.0336,-0.0659,-0.0846,-0.0934,-0.037,0.0171,
10:34:48:514,-0.0336,-0.0659,-0.0846,-0.0934,-0.037,0.0171,
10:34:48:515,-0.0336,-0.0659,-0.0846,-0.0934,-0.037,0.0171,
10:34:48:516,-0.0336,-0.0659,-0.0846,-0.0934,-0.037,0.0171,
10:34:48:563,-0.0336,-0.0659,-0.0846,-0.1114,-0.0236,-0.0362,
10:34:48:566,-0.0886,-0.0802,-0.1496,-0.1114,-0.0236,-0.0362,
10:34:48:600,-0.0886,-0.0802,-0.1496,-0.1427,-0.0325,-0.1157,
10:34:48:602,-0.0886,-0.0802,-0.1496,-0.1427,-0.0325,-0.1157,
10:34:48:604,-0.0886,-0.0802,-0.1496,-0.1427,-0.0325,-0.1157,
10:34:48:606,-0.0886,-0.0802,-0.1496,-0.1427,-0.0325,-0.1157,
10:34:48:609,-0.0886,-0.0802,-0.1496,-0.1427,-0.0325,-0.1157,
10:34:48:612,-0.0886,-0.0802,-0.1496,-0.1427,-0.0325,-0.1157,
10:34:48:614,-0.1495,-0.0899,-0.0644,-0.1427,-0.0325,-0.1157,
10:34:48:657,-0.1495,-0.0899,-0.0644,-0.1224,-0.0631,-0.125,
10:34:48:660,0.0992,0.022,0.1497,-0.1224,-0.0631,-0.125,
10:34:48:685,0.0992,0.022,0.1497,-0.1224,-0.0631,-0.125,
10:34:48:687,0.0992,0.022,0.1497,-0.1224,-0.0631,-0.125,
10:34:48:689,0.0992,0.022,0.1497,-0.1224,-0.0631,-0.125,
10:34:48:690,0.0992,0.022,0.1497,-0.1224,-0.0631,-0.125,
10:34:48:735,0.1002,0.098,0.0676,-0.1224,-0.0631,-0.125,
10:34:48:736,0.1002,0.098,0.0676,-0.0788,-0.0635,-0.0778,
10:34:48:760,0.1002,0.098,0.0676,-0.0975,-0.0558,-0.0102,
10:34:48:761,0.095,0.0899,0.1233,-0.0975,-0.0558,-0.0102,
10:34:48:763,0.095,0.0899,0.1233,-0.0975,-0.0558,-0.0102,
10:34:48:764,0.095,0.0899,0.1233,-0.0975,-0.0558,-0.0102,
10:34:48:765,0.095,0.0899,0.1233,-0.0975,-0.0558,-0.0102,
10:34:48:765,0.095,0.0899,0.1233,-0.0975,-0.0558,-0.0102,
10:34:48:812,0.095,0.0899,0.1233,-0.0857,-0.0554,-0.0106,
10:34:48:813,-0.0183,0.0038,-0.0746,-0.0857,-0.0554,-0.0106,
10:34:48:847,-0.0183,0.0038,-0.0746,-0.0857,-0.0554,-0.0106,
10:34:48:848,-0.0183,0.0038,-0.0746,-0.0857,-0.0554,-0.0106,
10:34:48:850,-0.0183,0.0038,-0.0746,-0.0857,-0.0554,-0.0106,
10:34:48:851,-0.0183,0.0038,-0.0746,-0.0857,-0.0554,-0.0106,
10:34:48:890,-0.0183,0.0038,-0.0746,-0.1008,-0.0366,0.0248,
10:34:48:891,0.055,0.0646,0.2006,-0.1008,-0.0366,0.0248,
10:34:48:935,-0.0078,-0.0616,-0.0896,-0.1008,-0.0366,0.0248,
10:34:48:935,-0.0078,-0.0616,-0.0896,-0.1224,-0.0016,0.0656,
10:34:48:936,-0.0078,-0.0616,-0.0896,-0.1224,-0.0016,0.0656,
10:34:48:936,-0.0078,-0.0616,-0.0896,-0.1224,-0.0016,0.0656,
10:34:48:937,-0.0078,-0.0616,-0.0896,-0.1224,-0.0016,0.0656,
10:34:48:937,-0.0078,-0.0616,-0.0896,-0.1224,-0.0016,0.0656,
10:34:48:937,-0.0078,-0.0616,-0.0896,-0.1224,-0.0016,0.0656,
10:34:48:988,-0.0078,-0.0616,-0.0896,-0.113,0.0224,0.0313,
10:34:48:988,-0.0338,-0.027,-0.0705,-0.113,0.0224,0.0313,
10:34:49:020,-0.0338,-0.027,-0.0705,-0.113,0.0224,0.0313,
10:34:49:022,-0.0338,-0.027,-0.0705,-0.113,0.0224,0.0313,
10:34:49:022,-0.0338,-0.027,-0.0705,-0.113,0.0224,0.0313,
10:34:49:023,-0.0338,-0.027,-0.0705,-0.113,0.0224,0.0313,
10:34:49:065,-0.0338,-0.027,-0.0705,-0.0987,0.042,-0.0078,
10:34:49:065,0.0088,-0.0603,-0.014,-0.0987,0.042,-0.0078,
10:34:49:091,0.0088,-0.0603,-0.014,-0.0987,0.042,-0.0078,
10:34:49:094,0.0088,-0.0603,-0.014,-0.0987,0.042,-0.0078,
10:34:49:096,0.0088,-0.0603,-0.014,-0.0987,0.042,-0.0078,
10:34:49:098,0.0088,-0.0603,-0.014,-0.0987,0.042,-0.0078,
10:34:49:144,0.0088,-0.0603,-0.014,-0.0377,0.0257,-0.0725,
10:34:49:147,-0.0348,-0.0172,0.0351,-0.0377,0.0257,-0.0725,
10:34:49:177,-0.0348,-0.0172,0.0351,-0.0629,0.0383,-0.1132,
10:34:49:180,-0.0348,-0.0172,0.0351,-0.0629,0.0383,-0.1132,
10:34:49:181,-0.0348,-0.0172,0.0351,-0.0629,0.0383,-0.1132,
10:34:49:183,-0.0348,-0.0172,0.0351,-0.0629,0.0383,-0.1132,
10:34:49:184,-0.0348,-0.0172,0.0351,-0.0629,0.0383,-0.1132,
10:34:49:185,-0.0907,-0.0256,0.0609,-0.0629,0.0383,-0.1132,
10:34:49:220,-0.0907,-0.0256,0.0609,-0.0613,0.0595,-0.0692,
10:34:49:222,0.0548,0.0039,-0.0339,-0.0613,0.0595,-0.0692,
10:34:49:265,0.0548,0.0039,-0.0339,-0.0613,0.0595,-0.0692,
10:34:49:267,0.0548,0.0039,-0.0339,-0.0613,0.0595,-0.0692,
10:34:49:269,0.0548,0.0039,-0.0339,-0.0613,0.0595,-0.0692,
10:34:49:272,0.0548,0.0039,-0.0339,-0.0613,0.0595,-0.0692,
10:34:49:273,0.0548,0.0039,-0.0339,-0.0613,0.0595,-0.0692,
10:34:49:317,0.0548,0.0039,-0.0339,-0.0837,0.0538,-0.0591,
10:34:49:318,-0.02,-0.0127,-0.1435,-0.0837,0.0538,-0.0591,
10:34:49:353,-0.02,-0.0127,-0.1435,-0.0637,0.0245,-0.0835,
10:34:49:355,-0.02,-0.0127,-0.1435,-0.0637,0.0245,-0.0835,
10:34:49:357,-0.02,-0.0127,-0.1435,-0.0637,0.0245,-0.0835,
10:34:49:359,-0.02,-0.0127,-0.1435,-0.0637,0.0245,-0.0835,
10:34:49:361,-0.02,-0.0127,-0.1435,-0.0637,0.0245,-0.0835,
10:34:49:363,-0.068,-0.0232,-0.1069,-0.0637,0.0245,-0.0835,
10:34:49:396,-0.068,-0.0232,-0.1069,-0.0755,0.0025,-0.0151,
10:34:49:399,0.0922,0.0279,0.0519,-0.0755,0.0025,-0.0151,
10:34:49:421,0.0922,0.0279,0.0519,-0.0755,0.0025,-0.0151,
10:34:49:423,0.0922,0.0279,0.0519,-0.0755,0.0025,-0.0151,
10:34:49:425,0.0922,0.0279,0.0519,-0.0755,0.0025,-0.0151,
10:34:49:427,0.0922,0.0279,0.0519,-0.0755,0.0025,-0.0151,
10:34:49:472,0.0922,0.0279,0.0519,-0.0723,-0.0277,0.024,
10:34:49:475,0.033,-0.0082,0.036,-0.0723,-0.0277,0.024,
10:34:49:513,0.033,-0.0082,0.036,-0.0723,-0.0277,0.024,
10:34:49:516,0.033,-0.0082,0.036,-0.0723,-0.0277,0.024,
10:34:49:518,0.033,-0.0082,0.036,-0.0723,-0.0277,0.024,
10:34:49:520,0.033,-0.0082,0.036,-0.0723,-0.0277,0.024,
10:34:49:549,0.033,-0.0082,0.036,-0.023,-0.0334,0.057,
10:34:49:551,0.0628,0.0277,-0.1174,-0.023,-0.0334,0.057,
10:34:49:594,0.0628,0.0277,-0.1174,0.0328,-0.0163,0.0745,
10:34:49:596,0.0628,0.0277,-0.1174,0.0328,-0.0163,0.0745,
10:34:49:596,0.0628,0.0277,-0.1174,0.0328,-0.0163,0.0745,
10:34:49:597,0.0628,0.0277,-0.1174,0.0328,-0.0163,0.0745,
10:34:49:599,0.0628,0.0277,-0.1174,0.0328,-0.0163,0.0745,
10:34:49:599,0.0628,0.0277,-0.1174,0.0328,-0.0163,0.0745,
10:34:49:600,0.0946,0.0316,-0.1199,0.0328,-0.0163,0.0745,
10:34:49:648,0.0946,0.0316,-0.1199,0.0295,0.0648,0.1433,
10:34:49:650,0.0945,-0.0415,0.0578,0.0295,0.0648,0.1433,
10:34:49:683,0.0945,-0.0415,0.0578,0.0295,0.0648,0.1433,
10:34:49:685,0.0945,-0.0415,0.0578,0.0295,0.0648,0.1433,
10:34:49:686,0.0945,-0.0415,0.0578,0.0295,0.0648,0.1433,
10:34:49:688,0.0945,-0.0415,0.0578,0.0295,0.0648,0.1433,
10:34:49:725,0.0945,-0.0415,0.0578,0.0165,0.0403,0.0407,
10:34:49:726,-0.1843,-0.0926,-0.0944,0.0165,0.0403,0.0407,
10:34:49:751,-0.1843,-0.0926,-0.0944,0.0686,0.024,-0.0607,
10:34:49:754,-0.1843,-0.0926,-0.0944,0.0686,0.024,-0.0607,
10:34:49:755,-0.1843,-0.0926,-0.0944,0.0686,0.024,-0.0607,
10:34:49:757,-0.1843,-0.0926,-0.0944,0.0686,0.024,-0.0607,
10:34:49:759,-0.1843,-0.0926,-0.0944,0.0686,0.024,-0.0607,
10:34:49:761,-0.217,-0.089,-0.1326,0.0686,0.024,-0.0607,
10:34:49:803,-0.217,-0.089,-0.1326,0.0039,-0.094,-0.1727,
10:34:49:806,-0.0117,0.0679,0.0258,0.0039,-0.094,-0.1727,
10:34:49:839,-0.0117,0.0679,0.0258,0.0039,-0.094,-0.1727,
10:34:49:842,-0.0117,0.0679,0.0258,0.0039,-0.094,-0.1727,
10:34:49:844,-0.0117,0.0679,0.0258,0.0039,-0.094,-0.1727,
10:34:49:846,-0.0117,0.0679,0.0258,0.0039,-0.094,-0.1727,
10:34:49:881,-0.0117,0.0679,0.0258,0.032,-0.0167,-0.0884,
10:34:49:883,-0.0053,-0.0606,0.0204,0.032,-0.0167,-0.0884,
10:34:49:926,-0.0053,-0.0606,0.0204,0.1281,-0.046,-0.1625,
10:34:49:929,-0.0053,-0.0606,0.0204,0.1281,-0.046,-0.1625,
10:34:49:930,-0.0053,-0.0606,0.0204,0.1281,-0.046,-0.1625,
10:34:49:931,-0.0053,-0.0606,0.0204,0.1281,-0.046,-0.1625,
10:34:49:933,-0.0053,-0.0606,0.0204,0.1281,-0.046,-0.1625,
10:34:49:935,-0.0053,-0.0606,0.0204,0.1281,-0.046,-0.1625,
10:34:49:936,-0.1651,0.0266,-0.568,0.1281,-0.046,-0.1625,
10:34:49:977,-0.1651,0.0266,-0.568,0.0959,0.0135,-0.0236,
10:34:49:979,0.0416,0.0153,0.3376,0.0959,0.0135,-0.0236,
10:34:50:011,0.0416,0.0153,0.3376,0.0959,0.0135,-0.0236,
10:34:50:014,0.0416,0.0153,0.3376,0.0959,0.0135,-0.0236,
10:34:50:016,0.0416,0.0153,0.3376,0.0959,0.0135,-0.0236,
10:34:50:018,0.0416,0.0153,0.3376,0.0959,0.0135,-0.0236,
10:34:50:056,0.0416,0.0153,0.3376,0.0165,0.0017,0.0432,
10:34:50:061,0.0883,0.0423,0.1454,0.0165,0.0017,0.0432,
10:34:50:082,0.0883,0.0423,0.1454,0.0165,0.0017,0.0432,
10:34:50:084,0.0883,0.0423,0.1454,0.0165,0.0017,0.0432,
10:34:50:086,0.0883,0.0423,0.1454,0.0165,0.0017,0.0432,
10:34:50:087,0.0883,0.0423,0.1454,0.0165,0.0017,0.0432,
10:34:50:132,0.0883,0.0423,0.1454,0.0246,-0.0004,0.0142,
10:34:50:134,-0.0707,-0.0309,-0.0166,0.0246,-0.0004,0.0142,
10:34:50:169,-0.0707,-0.0309,-0.0166,-0.0031,0.0204,0.0085,
10:34:50:171,-0.0662,-0.0299,-0.0161,-0.0031,0.0204,0.0085,
10:34:50:173,-0.0662,-0.0299,-0.0161,-0.0031,0.0204,0.0085,
10:34:50:175,-0.0662,-0.0299,-0.0161,-0.0031,0.0204,0.0085,
10:34:50:177,-0.0662,-0.0299,-0.0161,-0.0031,0.0204,0.0085,
10:34:50:179,-0.0662,-0.0299,-0.0161,-0.0031,0.0204,0.0085,
10:34:50:210,-0.0662,-0.0299,-0.0161,-0.0311,0.0106,0.0387,
10:34:50:212,0.0796,0.0221,0.1168,-0.0311,0.0106,0.0387,
10:34:50:257,0.0796,0.0221,0.1168,-0.0311,0.0106,0.0387,
10:34:50:260,0.0796,0.0221,0.1168,-0.0311,0.0106,0.0387,
10:34:50:261,0.0796,0.0221,0.1168,-0.0311,0.0106,0.0387,
10:34:50:263,0.0796,0.0221,0.1168,-0.0311,0.0106,0.0387,
